id,text,target
618,i quickly trotted off he added i feel embarrassed to ask hoping i would enter into some kind of conversation with him,5
619,i hated that when i got drunk the whole next day was spent sleeping and feeling groggy,5
620,i love the discussions in the class and feel passionate about feminist issues but when i go to write it down it feels as though i am faking it,3
621,i would want to welcome into my home if i end up feeling my mommyhood threatened by my inability to breastfeed my baby,1
622,i feel agitated and the result is not pleasant the opposite of calm and peaceful,0
623,i feel so honored that students come to my classes,2
624,i often tell him that i want attention from him especially when i feel horny and want to have good sex for hours,3
625,i get an anxious feeling i feel xox soon itll be the real thing already so i need to be flawless,2
626,i feel very rich very blessed very joyful,2
627,i had horrible anxiety dreams every night last week and it made me feel really paranoid and of course all of that reading about conspiracy theories and unsolved crimes online didnt hugely help matters,1
628,i truly feel but its somehow not enough for me to hate him or to get mad,0
629,i remember feeling uncertain about myself when i was young and especially when i became a teenager,1
630,i feel is that i cant get far enough away from what feeds melancholy for long enough that it would just wither and die off,5
631,i want to enter in defiance but coming from a different culture i feel offended that i am not allowed,0
632,i was feeling rebellious so i ate it,0
633,i do feel agitated restless or on edge quite often,0
634,i feel uncomfortable using the word awesome but this idea actually is,1
635,im feeling rather pleased with myself tonight because i did that,2
636,i feel like this leads me to be not as gentle and kind as i should be,3
637,i feel like i should have actively hated every single second rather than just borne it all,0
638,im feeling indecisive and it scares me,1
639,i feel a violent tug at my eye socket,0
640,i feel so carefree nowwwwww,2
641,i believe that what was displayed is a deep emotional yearning for semblance of normality peace since it appears the dancing arabs did not feel threatened by a fully armed soldier,1
642,i was left feeling discouraged and hopeless once again,5
643,i feel that this is going to get very messy to get fixed and back on the road again,5
644,i feel frustrated that its not easier other days i remember that the blessing of research learning trial and error hard won success and patience will give me a far better garden in the long run,0
645,i was sick with a cold amp not feeling well wondering if i would even be able to have the patience to go to whitleys month photo shoot,2
646,i was tempted to feel a little bitter but then i saw this,0
647,i feel kind of insecure here anyways back to doha,1
648,i am grateful that i no longer feel a frantic urge to fix the emotional upsets of those around me,1
649,i feel about strange brew,4
650,i feel quite strongly that students should be punished due to how well or badly they have faired compared to a completely unrelated group of people,5
651,i want to have a job where i am permanent and where i feel like i am valued,2
652,i care about someones emotional spiritual and intellectual progress to the point where i feel like i should exert myself in that progress and its important to me that is love,2
653,i will actually feel comfortable speaking to others in just japanese i feel pretty happy about my current progress,2
654,i learned about different things like how family plan the arrangements and even how real the pain can feel when a loved one passes on,3
655,i feel at least dating them would not be in vain,5
656,i like keeping a record of my life in written form and pictures and i feel like that is even more important now that i have baby,2
657,i do not feel unhappy miserable wretched glum gloomy forelorn or heartbroken,5
658,i really am feeling horribly irritable and a little bit depressed,0
659,i feel more than honoured to be part of this series and join all these wonderful and talented ladies in a celebration of the womanhood,2
660,i feel more confident about this team right now than i did four hours ago,2
661,i simply said how sorry i am and just got out from her car and got into my house feeling restless,1
662,ive been feeling a bit paranoid like its really noticable that im off and that everyone can see that,1
663,i feel have a fabulous birding weekend everyone,2
664,i am at the bus stop and i hear the squeak of a baachan trolley i feel a little paranoid,1
665,im feeling rushed and like i should have planned certain things this summer that i can no longer do,0
666,i feel that cold breeze,0
667,i try to breathe in when i feel frustrated and breathe out the calm that i desire,0
668,i feel the language of the warning is pretty benign but i am open to your suggestions on how to improve it,2
669,i knew where things was headed but that didnt really prepare me for the heartbreak even i would feel my heart broke for danielle and all other military wives that have had to go thru losing their husband trying to protect our country,5
670,i suddenly feel a lot smarter and more talented than i did last night,2
671,i get into what it actually does i feel like everyone should buy it just because it smells amazing,2
672,i feel as though i cant bear the motion of quilting it even though the idea of it delighted me so only a few days ago,2
673,i feel heartless now feeling bored and not believe in love anymore,0
674,i ended up shoeless making me feel even more vulnerable and slowing me down further,1
675,i have been highly critical of dennis covingtons book in this article i must admit that he did say something that has merit in this discussion when he noted in his closing chapters this feeling after god is a dangerous business,0
676,i refers of course though i cant help feeling somehow ironically in retrospect to loudons son with kate mcgarrigle the rather talented himself rufus wainwright,2
677,i feel lonely few days before my birthday,5
678,i feel like i captured all his sweet looks,2
679,i had envisioned and intended im just feeling unsure whether i got that vision and intention right,1
680,i feel like i need cute pictures to share,2
681,i was feeling so low about myself,5
682,i feel really angry sometimes because for the love of god havent we been through enough,0
683,i feel sorry for rafael bosch,5
684,i hope for is that those certain people can attend to more important things in their lives but still come back to blogging if they feel they missed blogging,5
685,i do not feel comfortable staying in my house i feel relentless when im asked to do something tired almost all the time and bored without my own money,2
686,i guess im feeling generous today and so i have decided to offer a fabulous deal on of my most popular prints at the moment,2
687,i begin to feel unpleasant about anime fandom in general,5
688,i feel tender and disoriented,3
689,i am feeling really carefree and today was really carefree,2
690,i am feeling miserable and sick but hoping that with the amount of sleep i am getting i havent had much choice i have had zero energy cold meds vitamins and lots of fluids i have high hopes to feel better tomorrow,5
691,im feeling cranky and horrible,0
692,im more comfortable in a relationship because i wont feel as slutty being with one person having the same amount as i would if i were single or not,3
693,i feel troubled because of the ongoing relocation of our front door,5
694,i asked him what was making him feel so fabulous and he said i m healthy my family is healthy and we live in a free country,2
695,i woke up feeling incredibly content amp optimistic today however i woke up with a terrible cold and a complete lack of energy,2
696,im feeling a combination of terrified and relieved,1
697,i really feel i was wronged as a patient,0
698,i feel that gulam ali is even more talented than many other classical singers,2
699,i be the go to guy for someone who wants a genuine guy who would treat them right and spend quality time with them and make them feel special,2
700,i think we all feel very passionate about our favorite workout gear and i love seeing what other people love need have to have can t live without so i am hoping you will share your favorites in the comments,3
701,i feel strange with it because it started to be sale,4
702,i always notice even though she is fabulous at hiding it according to the rest of the world and feel it keenly and am greatly distressed,1
703,i feel so shaken and guilty for not being a better mother and shielding my offspring from this health problem,1
704,i feel like a greedy little traitor i m looking looking among these covers hey little snotface take me,0
705,i feel like i was a rude ass hole at hookah,0
706,i feel for my beloved that is reciprocated,3
707,i feel heartbroken for bryan,5
708,i feel like i had fake everything,5
709,i would feel differently if i believed that the leaders were perfectly truthful,2
710,i cant help but feel a longing to be outside more to feel the rain on my skin and sticky tree droppings on my feet,3
711,i was made to feel like it was my fault that i couldn t control my husband and his violent behavior if they even believed it existed,0
712,i feel like its important to reveal lessons youve learned in tough times along with ones youve learned in awesome times when you are endeavoring to build an audience through honesty and authenticity,2
713,i feel disgusted when need to act cute like the actions of gwiyomi,0
714,i said i feel incredibly thankful on the whole,2
715,i feel inspired and eager to press on when the sun shines,2
716,im just hoping i can walk by then because my thighs are not feeling at all friendly today,2
717,i was feeling nervous sure just like anyone else would be in my position,1
718,i was older i might not feel as frightened about spending the time i have left alone,1
719,i must say that i feel that i accepted something of a poisoned chalice,3
720,im an introvert by which i mean i get re energized being alone and preferably in a quiet place so times in the crew galley when there are a lot of people in a relatively small place all talking at once can leave me feeling drained and in need of a dark room with nothing but whale noises,5
721,im feeling generous ill give you a story as well,3
722,i find this scent pretty generic i actually feel like bath amp bodyworks didnt invest much time in this collection like they created sweet on paris then decided to throw together two other predictable scents,2
723,i like the person i have become because i feel so much more carefree and liberated but at the same time i dont recognize myself,2
724,i feel numb right now i thought i was feeling angry but now i dont know i dont feel anything should i be sad should i be happy or angry i dont know how to feel anymore,5
725,i just feel so discontent about my life these days,5
726,im starting to not buy the whole everything happens for a reason bit or god has a plan b c i feel that god is love and theres no way that he would torture me and other women like weve been tortured dealing w fertility issues,0
727,i feel truly impatient that this is taking so long,0
728,i want to say how i want to feel just come out so bitter and angry,0
729,i know what it feels like to face irate customers,0
730,i have always had people in my life who have gone out of their way to put me down trip me up or make me feel as if i were completely moronic or not worthy enough,5
731,im feeling fine,2
732,i prep myself for another sleepless night i can t help but feel ashamed of myself for feeling this way,5
733,im feeling quite pleased this week,2
734,i still feel shaky is because in the worst hit areas the damage and destruction is so complete,1
735,i wouldn t throw it in the ocean but i don t feel i would have missed something in my career if i don t win an oscar,5
736,i feel privileged to have narrated erik princes autobiography civilian warriors the inside story of blackwater and the unsung heroes of the war on terror which will be released this monday nov th,2
737,im not used to feeling the dependency or the neediness for being needy is not me or at least wasnt prior to recently,5
738,i am feeling hopeful and looking forward once again,2
739,i feel it is because mccarthy isn t at that place yet in her career where she can really consistently humanize a character while balancing out the fact they are supposed to be funny,4
740,i feel uncertain and uneasy,1
741,i feel so comfortable around him,2
742,i feel privileged having the opportunity to be a part of it all,2
743,i feel nervous about going back to america not knowing what to expect the transition to be like,1
744,i started to feel kind of skeptical about this myself,1
745,i love this little boy and sometimes i feel how inadequate i am as a parent to him,5
746,i keep these things predominantly for fix functions and will not arranged right now to create a style applying twelve months previous ingredients until i m feeling much more perverse than usual,5
747,i havent worked out today but i feel like im just not going to feel it ive been so stressed at work and just in life that this week is just bad,0
748,i feel sad and discouraged,5
749,i thought having a well respected and recognized mother of autistic boys would be the perfect guest blogger with a message i feel passionate about,3
750,ive been coursing through cycles of happiness to a feeling of being mellow to a feeling of being really depressed to being mellow again and then back to the beginning,2
751,im feeling amazed with my california ness at the moment currently sitting by the pool drinking a wine spritzer out of nagalene connecting via google wifi and using stellarium to figure out the stars,4
752,i probably couldn t go back to washington permanently once the baby is here at least not for a while although i have been torn for a while about whether i want to yes bleu i know how you feel about this but i m still not completely convinced,2
753,i also feel a strange sense of guilt about all the people who arent similarly situated to move to a different neighborhood,4
754,i have a feeling hell be a casual favorite if blue or red are heavy colors at your casual tables otherwise i could see it in tournament decks while red is popular and possibly when if blue steps in its place one zendikar block rotates out,2
755,im feeling agitated and pour more brandy on my coffee,1
756,i feel that way considering most people are pretending to be the way they are and very very few are being sincere,2
757,i feel it gives even more period feel and detail than sharpe and is certainly good enough to read cover to cover,2
758,i feel like i have reached a plateau where im not buying as much as i use to and feeling more satisfied with my wardrobe and personal style,2
759,i learned the hard way and after being here for about three hours you ll feel like you ve been here for months from all the friendly people you ll stop and talk to,2
760,i feel like i shouldn t be that amazed with a degree in biology i was blown away,4
761,is that you feel it more than hear it and the vibrations are so gentle that it doesnt bother me,3
762,i feel very unhappy and incomplete,5
763,i am pretty certain we will use this name as a middle name if its a girl as it has such a special feeling to it and the connection with his her poppy is so lovely to me,3
764,i feel that something wonderful is going to happen,2
765,i feel rejected and unwanted,5
766,im getting is that since i feel that i accepted the mark of the beast when they shot me up and i thought they where going to kill me and i screamed so loud that i didnt want to die,2
767,i try not to let their ignorance get to me if i have the energy and it feels important sometimes ill engage them in a little light debate and try and to broaden their view of the world,2
768,im feeling lousy i may dismiss a gorgeous day if im feeling bright and cheerful then the most dreary of days becomes tolerable,5
769,i am going to assume a moral obligation to find a way to make sure i feel pretty damn rich every day,2
770,i thought i would very sweetly cover over what i was really feeling and say something pleasant about all the bad things he had done whatever they were,2
771,i have an ironic feel i dont feel anything special but i still smile broadly whenever he tells me something,2
772,i really like him he has good morals and is very nice to me and respectful but its like i feel like i still belong to brad and i couldnt picture myself with eric because hes too innocent,2
773,i sense this is wat has let you feeling unsure,1
774,i am feeling very apprehensive about the future at the moment,1
775,i am not a very extremely good friend of someone of course i feel reluctant to some extent if i have to do favours for that someone,1
776,i was sleeping in my room but woke in the middle of the night to think i could hear noises and see shadows moving i felt that someone was in the house,1
777,i sometimes feel resentful that this has come into our lives at this time,0
778,i began feeling amorous towards everyone on stage towards the people around me as i experienced the moment with them,3
779,i sometimes feel disheartened when i realise just how far from my own culture i am,5
780,im so overwhelmed with feeling blessed by you i have to pray the fears of this being the last time i say happy birthday to you,2
781,i feel very popular and also a little pressure to keep it up which is exactly what i need,2
782,i feel hopeless and out of control,5
783,i feel horrible that i had to cancel on one of my best guy friends but the trip was stressing me out because my babysitting hours got cut and i couldn t afford it,5
784,i climbed a mountain and made my way to a village where the people stared at me the children looked frightened and ran away and everyone i came across asked me why i was there in such a way as to make me feel unwelcome,5
785,i dont feel inhibited and i can work out my problems,5
786,i took a chance and kept crying in hopes she might feel benevolent,2
787,i have done so in hopes of being inspiring while at the same time looking for solace from people rather than god and for proof that maybe i can do something good while i feel so horrible,5
788,im feeling melancholy with all the back to school stuff today,5
789,i begin to have these doubts my stomach clenches my heart races and i feel fearful,1
790,i liked that ros is not intimidated by anna s wealth and that anna doesn t feel guilt or superior about her wealth and that she enjoys it,2
791,i feel like i have been really cranky at school these days,0
792,i watch her gather her little blocks and tuck them under her belly like a little red hen coo and cuddle her soft baby doll and look with interest at other babies i can t help but feel thrilled that she s our firstborn,2
793,i feel like him try to stay as faithful as possible to what he perceives as the real events that happened in that mountain,2
794,i walia feels suspicious about tarun and bani,1
795,i do not feel like i am hostile toward others just that i fail to be nice to them,0
796,i feel glad to have my little blog to share with you the dangers i see on the path ahead,2
797,i wake up feeling cranky and out of sorts,0
798,i say that i feel like im being tortured by him,0
799,i cant help looking back on the child i was and feeling rather jealous but i am also delighted to be living in a time when a nine year old child in some parts of the world can read a thousand books a year if she he wishes and is able to,0
800,im feeling a bit cranky today,0
801,i even dare to say that some of the biggest stiller and or vaughn haters still could get some enjoyment out of this movie and not feel annoyed by their performances and characters,0
802,i make punjabi lobia masala mostly during winters as i feel the protein punch and spice rich recipe is a winter warmer one,2
803,i had then these were truly terrifying and still feel shaken and uneasy because of them,1
804,i begin to feel burdened by things amp long to be empty again,5
805,i write on this space i feel quite nostalgic and my mind races back to the good old days when i used this as a daily haven to park my learnings and memories,3
806,i feel so numb f,5
807,i sit here tonight i m pensive tense and feeling a little fearful,1
808,i want someone i know to know all my thoughts and feelings or do i want to keep all my loyal and faithful readers,3
809,i feel more joy and anticipation of all that is my divine right,2
810,i was feeling so overwhelmed that i asked my bqff to keep of them at her house until theyre ready to be loaded so i dont feel so behind,4
811,i feel thrilled to be able to investigate my own personal mythology around this subject,2
812,i feel creative right now and it makes me happy,2
813,i could wear on a casual shopping trip to feel fabulous without even trying,2
814,i want others to be happy but does that mean i step back yet again it feels like and allow them to be happy because they deserve it or do they even deserve it or do i,2
815,i am limiting myself to what i can reasonably do without causing greater injury but i have to do some sort of physical exercise or i start to feel horrible about myself,5
816,i would always feel amazed at how impacted these and year olds were by this subject,4
817,i feel so lucky to live in portland land of delicious food,2
818,i was feeling pretty cranky this morning and stopping in here really made me feel a lot better,0
819,i didnt feel the cold up there because we had a fire every night,0
820,im also feeling cranky about it because the main characters scientist brother observing the moon mentions that there is zero gravity there,0
821,i folk if im feeling sociable,2
822,i feel these divine forces so strongly sometimes i wonder if agnostics atheists and judeo christian fundamentalists have any feeling or excitement in their hearts,2
823,i started to feel discouraged at the thought of being there more than one day,5
824,i feel like maybe he is going to stop loving me or maybe its true and im a terrible wife,3
825,im already feeling sentimental about his time as a newborn as he was so wee and has sadly outgrown some fave thrifted outfits,5
826,i feel like ive been in a more innocent version of a one night stand,2
827,i finish typing this post i realise i m ok no longer do i feel annoyed angry or even sad,0
828,i refuse to rate the book but if she and her publisher feel snobbish then take it from me when i say jeanette winterson cannot write and essentially does not do wish to do anything with the scope to explore,0
829,i feel petty even though the thoughts arent real fleshed out thoughts just these fluttering i should feel like this kind of thoughts,0
830,i felt sad and apprehensive and angry that i d had vertigo and that it had left me feeling uncertain,1
831,i feel like ive got a handle on trusting my instincts,2
832,i feel so complacent and start thinking that i am so smart,2
833,i have admitted defeat and asked the other half to come back from the lake coz i just feel so uptight already,1
834,i feel if journalists then blamed me,5
835,i missed about a month combined of classes and was pretty much bed ridden for months of the semester i feel really amazed that i was able to pass,4
836,i put my leg around yours and wrap my arms under yours for me to feel safe again,2
837,i feel more loyal to lucy,3
838,i feel like im not pretty enough like my personality is too boring and obnoxious,5
839,i am so relieved and excited and i feel confident again,2
840,im proud of but having crafted something that other people care about even just enough to click through to makes me feel so wonderful,2
841,i have switched songs as that one was beginning to make me feel a little melancholy and who the fuck needs that,5
842,i feel embarrassed to talk to him at times because i feel very small in those moments like he is doing me a favor and i do not deserve to be given attention,5
843,i sound so entitled but you cant help but to feel disappointed even though you already knew you were going to be,5
844,i remember feeling how my husband felt when i would see people being rude to my mom and mom just being her sweet self to them,0
845,i feel more clever,2
846,i was feeling remorseful about my breakfast and so i took a diet pill,5
847,i feel as though the concept of lifestyle change rather than weight loss has been beaten to death but it really is something that i believe in and am currently experiencing,5
848,i do not know what my next steps are but i no longer feel lost,5
849,i have been feeling awful,5
850,i believe just imagining what it would be like to act live in front of an audience will make me feel joyful,2
851,i thought maybe it was just my hands feeling funny but i touched my hair with my totally clean forearm and it became sticky,4
852,i hate the moment when i completely feel perfect with people around me whom i love the most suddenly disappear,2
853,i remember feeling a little jealous and realized that our time together wasnt solely about me but that he has a larger network of social interactions all ready in progress before i got there,0
854,im known to feel affectionate toward those who adore leonard cohen is what makes me like him quite a lot,3
855,i feel really tranquil where i am right now,2
856,i feel impatient yet i am not fully sure what i am searching for,0
857,i was on my own tearful and feeling unloved even though i know that i am,5
858,i feel like after everything ive been nothing but sincere what bothers me the most is that you wanted to hurt me you even told me,2
859,i feel like i had so much to write then got distracted by my home on a wednesday evening challenge and have therefore lost my train of thought,0
860,i was starting to feel a little stressed,5
861,i have to admit i am feeling a bit intimidated by the challenge of,1
862,i think i was feeling vulnerable due to the stress of having to buy a new sewing machine and printer,1
863,i feel ashamed to have not read it yet,5
864,i hear about a teenaged girl devastated by the pimple on her face the morning of prom i feel devastated for her,5
865,i woke up on a beautiful sunday morning feeling restless and miserable,1
866,i feel unwelcome at work sometimes and think people might be talking about me rel bookmark i feel unwelcome at work sometimes and think people might be talking about me april a class url fn n href http www,5
867,i dont need to wear a mask because at this moment i can show all my feelings to my beloved without missgivings,3
868,i couldn t turn my head away even when i feel frightened,1
869,i feel like i should go to the supermarket and buy something totally delicious for dinner with the money my mother put in my account today,2
870,i feel fine e terminando com eight days a week um ano depois,2
871,i feel the most uncertain about the project,1
872,i feel vital full of energy every day and super positive,2
873,i feel i am completely dissatisfied with the whole world and all human characters are inconsistent,0
874,i mean how would you feel if euan got hauled in for murder but you knew he was innocent,2
875,i have experimented lots of the experiences she mentions and sadly this made me realize that most women feel that their career paths are somehow going to be determined by their partners if they support them or not their children ther co workers etc,2
876,i knew from high school and he s pretty fuckin chill says that the girl feels insulted and threatened by the blog that i wrote and would like me to apologize and if i offended her i m sorry,0
877,i don t feel that talented at impacting how things end up at the moment,2
878,i find myself feeling happy more and more and it feels so very good,2
879,i feel a bit nostalgic as i wonder where my passion for writing a blog times a week has gone,3
880,im feeling particularly dangerous a chocolate cookie,0
881,im feeling ok and always has a hand on me or sits very close,2
882,im feeling quite mellow now in spite of having raging pms the past few days which means im likely to erupt with little or no warning,2
883,i feel like an innocent victim i feel that i just can t win,2
884,i actually thought i would feel bothered being their since ehb and the other woman ow spent quite a bit of time together there but i didnt feel much of anything,0
885,i feel they are sincere in wanting to resolve these grievances,2
886,i also have to attire my regular moisturizer and an oil based primer below it yet with all those points along my skin color feels and looks tender and great all time of day something thats normally not attainable to me,3
887,i feel apprehensive about the ride ahead,1
888,i feel bothered,0
889,i feel a hint of my beloved art nouveau era in this bracelet,3
890,i mostly take the stairs there are of them but occasionally when i am feeling particularly lethargic because of a number of consecutive late nights i bow down to ease and convenience,5
891,i do not feel insecure or unsafe,1
892,i feel sort of pathetic saying that my iphone internet and tv are my must haves but lets be honest they are,5
893,i guess while i can understand their concern i can t help but feel a little rejected,5
894,i laced my shoes and pounded out those feelings on the hot black pavement before me,3
895,i male are stupid first for woman cry babies and should get over it and you feel really cool for putting the stupid men in their place,2
896,i think that our favorite activities as a child are often very telling and if someone is feeling a little unsure about their life s direction going back to those childhood favorite past times holds many rich clues,1
897,i took to be his son joined elihu and me at christmastime inside a fine home with lovely mill work darkly lit and with a large stately christmas tree in the living room the feeling was gentle it was one of long lost friends meeting for the first time as adults as people,3
898,i have been praying everyday about it and i just feel more and more convinced that this is what god has called me to so we will see,2
899,i love everything that were learning about and feel really passionate about design,2
900,i feel my brain damaged are getting worst for dis moment,5
901,im not feeling terribly adventurous plus i have family visiting so i cant completely neglect them meaning its going to be business as usual for me,2
902,the funeral of a friend who was killed in a car accident she was of my own age,5
903,i feel fearful of being near them,1
904,i was wondering why i was feeling so ecstatic,2
905,i out of all people really dont have many proplems talking about how i feel that being said i am in love so after all i have bitched about the last months was in vain,5
906,i didn t think the writing really expressed the intensity of emotion one would feel at losing a beloved spouse,3
907,i cant imagine the agony those folks feel waiting for news about their own sentimental things,5
908,i feel that will make you even more caring,3
909,i feel all messy,5
910,i do this i feel lethargic uninspired and the next morning have a go at myself,5
911,i feel just insulted,0
912,i feel we need a little romantic boost in the relationship,3
913,when a very close friend with whom i have a very intimate and bodily relationship he had a girlfriend started to avoid me and didnt want to talk to me any more,0
914,i use an elevated lexicon to feel more intelligent,2
915,i feel wronged by the world,0
916,i feel lethargic and lazy and completely uncomposed if i m not dressed in something like that,5
917,i feel that the director editor missed a teachable moment when tiphany makes her comments about it being nice to feel like everyone else,5
918,i will write anything if i feel passionate about it or at the very least if it genuinely interests me,2
919,i have been working hard to shake these feelings because being popular or a genre novel or non literary fiction does not make a book any less legitimate or any less something to read and enjoy and analyze,2
920,i feel agitated and empty and missing something,0
921,i have realized that by ignoring it i am no better and it is heartbreaking to feel so helpless against it,5
922,i still feel a little dazed and high which is alarming since its been hours or so,4
923,i would feel joyful,2
924,i feel like i was there to feed them food touch love caring and compassion,3
925,i feel so terribly that i have ignored her sweet email up until now,5
926,i am feeling deeply offended big hurt feelings in fact,0
927,i do not feel overwhelmed nor rushed,1
928,i feel the most romantic of all is when i finally finish my blog post,3
929,i kinda did steal joshua s customer i feel amused,2
930,i feel thrilled with your presence in your eyes i feel the belief in peace in sincerity,2
931,i dontknow why but i never feel this way with anyone else i really cant be without linus i love him which i never thought i could ever love anyone after went through few fucked up relationship,0
932,i don t feel successful if that makes sense,2
933,im feeling low and forgotten,5
934,i feel like my life is practically perfect in every way right now and i am every so happy,2
935,i just feel like if i don t suffer to produce something then it s not worthwhile,2
936,i was feeling creative i see you alternate version of me,2
937,i am feeling a bit nostalgic today,3
938,i feel like this shows the change that many countries have taken and that many countries are on the way to making this decision that includes supporting and increasing women in all areas of life,2
939,i feel like i m that dirty trash bin on the streets that nobody really sought,5
940,i make new friends in the process i dont feel too slutty lol,3
941,i feel a bit reluctant to turn to other people,1
942,i wake up and i feel absolutely worthless,5
943,i feel like it looks gorgeous with curls so instead of making the full transition i ended up getting extremely natural red lowlights on the bottom section of my hair,2
944,i feel its gonna start aching again when the rainy season comes again next year,5
945,i am glad to know the reason for my recent lapse of sanity but i still feel like i want to go on a very violent rampage at the slightest inconvenience to me,0
946,i for one sit and stare at a blank computer screen for a while scratch my head a few times drink a couple pots of coffee and then feel triumphant once i write my first sentence and that first sentence usually consists of a poop joke,2
947,i feel highs so ecstatic that just being normal feels like a thousand mile drop and being unhappy is excruciating,2
948,i read in one horrific sitting made me feel ashamed of the world we live in,5
949,i could feel his sweet spirit and i was happy to be helping him,2
950,i really love eating fresh figs because they feel so delicate and look so much prettier than the ugly dried figs,3
951,id feel better,2
952,i watch hgtv and i feel like im not that talented,2
953,i never feel brave and nor do i want to be as i believe that in order to be brave you have to make a conscious choice as to whether you want to be brave or not,2
954,i feel like offended with such question,0
955,i probably love a handful of friends too but i always feel a bit strange when describing this as love,1
956,i feel hated and not wanted but just be an ignored,5
957,i express the gene of this dominant voice it feels rather wonderful as if i were really this writer this poet who was so carefree and crazy,2
958,i wonder are you jealous or feeling of discontent or covetousnes,5
959,i am feeling so low lately just feeling of hopelessness is very disturbing making me tired and sick entire of living this kind of life,5
960,i will put my hand on his scar covered chest and feel that half of a heart beating oh its in there beating and feel the sweet rhythm and remind him that we are not alone,3
961,i guess im just feeling a little rebellious,0
962,i feel very resolved yet somehow very depressed,2
963,i do feel tender,3
964,im feeling a little stressed over it already,5
965,i feel like that s an acceptable favourite to have and yet nowhere can i see a terpene responsible for its flavour,2
966,i am feeling a bit strange never felt that ever but should i really stop writing blogs now,1
967,i a href http feeling groggy,5
968,ive gained wieght but i really would like to lose pounds to just feel like ive finally gotten to an acceptable happy place,2
969,i feel this book explains things well and is easy to use,2
970,i feel resigned to what i have brought myself to and docile,5
971,i still feel so alone i just cant give you anything for you to call your own and i can feel you breathing and its keeping me awake can you feel it beating,5
972,i feel the loving presence of my parents daily even though they have both been physically dead for almost two decades now,3
973,i feel pretty jolly,2
974,i read cases of sons ignoring their old and helpless parents i feel very unhappy and sad,5
975,i feel humiliated by what my body can t do but when my husband makes advances towards me it reminds me that despite all that ra tries to take from my life he still finds me not only sexually attractive but beautiful,5
976,i feel kind of alone and helpless in,5
977,i feel totally ignored and excluded,5
978,im just feeling seriously pissed off at myself for doing something fantabulous but utterly stupid,0
979,i wish i could say hey you know if i died tomorrow i wouldnt feel cheated on life or regretful that i didnt accomplish something,5
980,i could look it up and act like i know what it is and lie to you about it and feel smug in my know it all ness but frankly i m way too lazy for all that,2
981,i go home i feel so empty,5
982,i have something to tell you girls i finally feel brave enough to share the news,2
983,i feel defeated like a lion s prey,5
984,i like him for who he is or i just like the feeling to be liked,3
985,i am excited i hope they will be a it more personal with us and i wont feel like i am being rushed in and out,0
986,i surround myself with bible verses that help me to transcend to a space where i feel safe and secure,2
987,i don t know why it is that i feel awkwardly hesitant to return to melbourne,1
988,i feel a little less gloomy a little more optimistic or a little better prepared to face what life throws my way,5
989,i wont lie im a little worried and nervous and i feel inadequate for the job but ill just do my best thats all my heavenly father wants of me,5
990,i slough off the carapace of crud that has enveloped me for the past thirty odd hours i feel invigorated and finally ready to face the day,2
991,ive been a busy girl but it has been a very good type of busy and im feeling really happy about things right now and i am loving my new start in glasgow,2
992,when my mother kept me in leadingstrings,0
993,i set my mind to wanting a specific item needing it for a specific event or at a specific time i find ill end up spending more than i want to because i feel pressured by constraints,1
994,i had written a prayer in my journal that morning after meditating on the greatness of our lord in psalm and had written in closing may we feel your tender care today,3
995,i should have been depressed but i was actually feeling inspired,2
996,i feel like not enough people my age actually think that most are pretty devastated that their s have come and gone,5
997,i get home i laze around in my pajamas feeling grouchy,0
998,i am feeling pretty homesick this weekend,5
999,i started out feeling really optimistic and driven for this paper coz it was gonna teach me the meaning and ways of being a leader,2
1000,i need to do the best i possibly can do and even when i get out at i feel too listless to study like right now,5
1001,i drove us to the car parts place and terry feels like im safe to drive again so yippee,2
1002,i am thankful for feeling useful,2
1003,i feel like even though i dont buy into societys ideas about what a woman should look like i am still constantly unhappy with myself,5
1004,i have no idea how i feel beyond wanting to be with my beloved,3
1005,i don t want to tell people how my first was with you and how you made me feel i don t want to think that you re the most gorgeous guy i ve ever seen and i love how other people disagree because i don t want them to see how truly wonderful you are to me,2
1006,i still feel like the admission that i don t like this popular show puts me in a category with people who kick puppies or people who or who steal the ratty clothes off the backs of dickensian orphans,2
1007,i feel the character im doing is a little more beaten down and the comedy is a little bit smaller,5
1008,i feel everything around me is fucked everyone around me is falling to pieces,0
1009,i anyone another lovely day today weather am running late with life generally and not done any art today yet feel deprived bit of,5
1010,i feel extremely insulted,0
1011,i blanked a little on a lesson and she seamlessly jumped in to support me without making me feel stupid or inferring it to the kids,5
1012,i feel like i smell this scent all over taiwan quite frequently in cute coffee shop bathrooms,2
1013,i feel like im the one to be blamed for all things,5
1014,i cant help feeling mad at this man,0
1015,i guess it all just depends on my mood whether im feeling sociable or not,2
1016,i think of how much time we spent just doing fun childhood stuff together as a family i feel amazed,4
1017,i continued to feel very submissive and continued to be aroused as well,5
1018,i told im i didnt want him to feel uncomfortable,1
1019,i feel constantly at battle like i need to continuously improve myself but then feel like nothing i do will ever be enough and that makes me feel chronically exhausted,5
1020,i feel like im a shy enormous pink flamingo man,1
1021,i feel like as much as it was an unfortunate situation that i wasnt with my father i was in a great place,5
1022,i just want to show them that i can take care of myself and i feel wronged by staying with them,0
1023,i went ahead and did the shooting afterwards a few of the guys asked me to go out for drinks and i agreed i knew i should have rang you tried to work things out with you but i was angry and feeling stubborn,0
