complaint_id,complaint,complaints_type,label
24089,This advertisement is clearly in brach of Rule 1 (c) Decency and Offensiveness Guidelines that states Advertisements must not contain anything that is indecent| or exploitative| or degrading| or likely to cause harm| or serious or widespread offence| or give rise to hostility| contempt| abuse or ridicule. Given the current genocide in Gaza this advertisement not only spreads disinformation regarding historical facts buts is likely to give rise to hostility contempt and abuse and to case serious and widespread offence| this is completely inappropriate use of advertising. 4 duplicate Complainants shared similar views About Advocacy Advertising Complaints about advocacy advertising are considered differently to complaints about advertising for products and services. In assessing whether an advocacy advertisement complies with the Advertising Standards Code| the freedom of expression provisions under the Bill of Rights Act 1990 must also be considered. Section 14 of the Act says: “Everyone has the right to freedom of expression| including the freedom to seek| receive| and impart information and opinions of any kind in any form.” This freedom of expression supports robust debate on current issues in a democracy. Under Rule 2(e) Advocacy advertising of the Advertising Standards Code: • The identity of the advertiser must be clear • Opinion must be clearly distinguishable from factual information| and • Factual information must be able to be substantiated. If the identity and position of the Advertiser is clear| a more liberal interpretation of the Advertising Standards Code is allowed.,Unknown,1
24090,The new McDonald’s ad presents as racist. The ad in question is the new mcspicy chicken burger. The shows pictures of caucasians sweating and signalling that the burger is hot and the voiceover describing the burger as not suitable for everyone. The third person it shows enjoying the burger is a person of what appears to be Indian decent| eating the burger not sweating or signalling that the burger is spicy at all. The voice over describes the scene| for some there is no issue with spice at all. Or to that effect.,Unknown,5
24091,McDonalds McSpicy advert is racist. Showing that no “white” person can handle the McSpicy. Only showing someone “ethnic” handling the heat.,Unknown,5
24092,Television advert of food product depicting underlying racial profiling as to the specific spiciness of said food item.,Unknown,5
24093,AA Insurance uses dog puppy photos where the animal is clearly in distress. If  you look at the facial expression and the placement of the ears and the fact the dog was  standing or sitting still in both photos it tells you that the dog is not enjoying the moment. the  one image in the print advertisement is where the doggy has the half door over his body and  the other photo is the puppy with some tape around his neck. I complained about this one  already because it was commented on on social media and more people like myself found  the image distressing and possibly showing/encouring animal abuse. After my complaint  directly to AA it was removed. I think AA is portraying these animals in a degrading and  ridiculing way to sell their insurance as a method of finding it funny that these dogs are in  some sort of trouble but I doubt that these are real situation it might have been staged earlier  by the pet owners for a social media crew laugh. I also doubt the effectiveness| are people  buyy Insurance because they are worried about mischief or would it be to cover broken  bones or serious illness. I think it’s unnecessary to portray dogs in an uncomfortable  situation to gain attraction for insurance.  I’m also not sure that it is truthful. If this ever was  or is a real situation| if it was it shows irresponsible dog owners and encourage or disregard  safety of the animals. I would really like AA to remove these advertisements and stop using  photos or these sort of photos with animals in a curious situation to sell their pet insurance.  there are so many other things that they can use to attract just as many people to buy their  insurance  just by using a cute puppy photo will attract the right audience| it’s unnecessary to  show the animal in an uncomfortable position. It misses the serious point of why pet owners  would be interested in insurance.,Unknown,3
24094,1. This letter is to formally complain under the Alcohol Advertising and |Promotion Code about an  alcohol advertisement featuring the use of dangerous equipment |and watersports which would  be unsafe when combined with alcohol consumption.  |2. The advertisement features kitesurfing and Whiteclaw| a recently launched RTD. The  |advertisement was posted on 28 March 2024| on the Instagram account marcjacobskite| and |is labelled #ad and #gifted for @whiteclawnz.   |3. The advertisement is viewable here| and key screenshots are included below:  |4. The advertisement shows a kite surfer on top of a ute. A can of Whiteclaw is on top of the |roof rack and two boxes of Whiteclaw and an open chilly bin are on the open tailgate of the |vehicle.The kite surfer launches from the roof of the ute before coming back to collect a can |of Whiteclaw  in midflight. He does some tricks before being speeding past the camera |holding a can of  Whiteclaw. After performing more complex aerial tricks he touches down on |the tailgate of the  ute where three boxes of Whiteclaw and the chilly bin are ready. In the |next shot he flies over the  roof of the ute and collects another can of Whiteclaw from the roof |rack. He then packs up his kite  and sits down on the tailgate of the ute and drinks a can of |Whiteclaw.   |5. Guideline 1 Rule 1(e) of the Alcohol Advertising and Promotion Code| (Safety) states |alcohol  advertising and promotion must not link alcohol consumption with hazardous or |unsafe practices  or behaviour that is risky| for example| but not limited to:  a. the use of |potentially dangerous machinery| equipment or when driving;  b. swimming and other water |sports which would be unsafe when combined with Alcohol  consumption.  |6. Guideline 2 continues that sporting and other physical activities may be represented in |Alcohol  Advertising and Promotion| providing there is no implication that alcohol will be |consumed before  or during the activity| or after endurance events or injury.   |7. We submit that this advertisement may be in breach of Rule 1(e) (safety) of the Alcohol  |Advertising and Promotion Code.  |8. We submit that this advertisement links alcohol consumption with risky behaviour| use of  |potentially dangerous equipment| and watersports. Repeated featuring of Whiteclaw RTD  |products being grasped from the motor vehicle by the kite surfer while in flight comes  |unnecessarily close to implying that alcohol may be consumed before or during the activity.  | 24/093 |2 9. We draw the attention of the Complaints Board to the fact it was actual product| not just a |brand  impression| that was featuring before the kitesurfing commenced| and that was on |more than one  occasion in the hands of the kite surfer midflight.  |10. While the Whiteclaw was explicitly consumed on the motor vehicle after the kitesurfing |was complete| we consider the advertisement implicitly associates alcohol consumption with |the kinds  of behaviours considered in Rule 1(e) of the Code.  |11. Please advise when the Complaints Boards Chair has determined whether this complaint |is to go before the Complaints Board| and provide a reference number for tracking.,Unknown,3
24095,AA Insurance uses dog puppy photos where the animal is clearly in distress. If |you look at the facial expression and the placement of the ears and the fact the dog was |standing or sitting still in both photos it tells you that the dog is not enjoying the moment. the |one image in the print advertisement is where the doggy has the half door over his body and |the other photo is the puppy with some tape around his neck. I complained about this one |already because it was commented on on social media and more people like myself found |the image distressing and possibly showing/encouring animal abuse. After my complaint |directly to AA it was removed. I think AA is portraying these animals in a degrading and |ridiculing way to sell their insurance as a method of finding it funny that these dogs are in |some sort of trouble but I doubt that these are real situation it might have been staged earlier |by the pet owners for a social media crew laugh. I also doubt the effectiveness| are people |buyy Insurance because they are worried about mischief or would it be to cover broken |bones or serious illness. I think it's unnecessary to portray dogs in an uncomfortable |situation to gain attraction for insurance.  I鈥檓 also not sure that it is truthful. If this ever was |or is a real situation| if it was it shows irresponsible dog owners and encourage or disregard |safety of the animals. I would really like AA to remove these advertisements and stop using |photos or these sort of photos with animals in a curious situation to sell their pet insurance. |there are so many other things that they can use to attract just as many people to buy their |insurance  just by using a cute puppy photo will attract the right audience| it's unnecessary to |show the animal in an uncomfortable position. It misses the serious point of why pet owners |would be interested in insurance.,Unknown,3
24096,A billboard that is politically motivated to cause harm. It is racist as it plays to the|propaganda of the manipulations and fear that M膩ori who have self determination in their|lives and culture and health| is bad thing for the rest of us. It is obviously attendant to the|anti-Three Waters movement which is another fear campaign about M膩ori having a say|about land use and a possible imposition on said settler colonial land rights| as far as the|crown was to read it. It is racist in these ways and still more. The propagated fear is that if|M膩ori were to realise a realignment with the treaty that has seen them disenfranchised in|many ways| of course losing land to colonial settlers with no recompense| that if they were to|have equal power in regulation of air| water and land that large land owners would lose|autonomy on 鈥檛heir鈥?land. Of course| science shows us that the way we farm is not conducive|to ecological health and the current state of our infrastructure that deals with fresh and waste|water is very bad overall.|I would like it if ASA were to consider these points in the manner of deliberation that sees|that people reverting to cold racism as a means of objectifying and displacing the rights of|others is not at all acceptable. Never was. Thanks for your consideration.|About Advocacy Advertising|Complaints about advocacy advertising are considered differently to complaints about|advertising for products and services.|In assessing whether an advocacy advertisement complies with the Advertising Standards|Code| the freedom of expression provisions under the Bill of Rights Act 1990 must also be|considered.|Section 14 of the Act says: 鈥淓veryone has the right to freedom of expression| including the|freedom to seek| receive| and impart information and opinions of any kind in any form.鈥?This|freedom of expression supports robust debate on current issues in a democracy.|Under Rule 2(e) Advocacy advertising of the Advertising Standards Code:|鈥?The identity of the advertiser must be clear|鈥?Opinion must be clearly distinguishable from factual information| and|鈥?Factual information must be able to be substantiated.|If the identity and position of the Advertiser is clear| a more liberal interpretation of the|Advertising Standards Code is allowed.|24/095|2,Unknown,1
24097,A full page advertisement appeared today in the local Whitianga newspaper| |The Coromandel Informer. It seeks to protest against the relocation of the Mercury Bay |Boating Club. I am a long time treasurer of the club.,Unknown,3
24098,The Complaints Board did not uphold a complaint about  a JB HI -FI addressed email |advertisement for a Samsung television. This is because  the advertisement was not |misleading|  and the Advertiser substantiat ed the claim made .,Unknown,1
24099,Approximate time| wasn’t sure? Watching the animated Lotto ad with the 2 yellow balls as characters.  One yellow ball was referring to a ’black dog’ to the other yellow ball| and the yellow ball replied ’I don’t have one’? Something to that effect anyway?  In the past I  have understood the ’black dog’ terminology as someone who experiences/suffers from depression.  My immediate reaction was ’if you win lotto you won’t have a black dog anymore...hence no more depression’     Not the sort of message I find comforting nor appropriate: Unless I totally misheard the ad??,Unknown,1
24100,No helmets worn on jet boat while racing around closed in area. Should at least be looked at under occupational health and safety,Unknown,5
24101,"To whom it may concern| I am writing on behalf of the New Zealand Deerstalkers Association  (NZDA) regarding a matter of concern related to statements made by Forest and Bird NZ  concerning their status as ""New Zealand’s leading independent conservation orga nisation.""     It has come to our attention that Forest and Bird NZ has repeatedly made claims regarding  their position as the foremost entity in independent conservation efforts in New Zealand. As  an organization deeply committed to the preservation of our natural envir onment| we believe  it is essential to ensure accuracy and accountability in such assertions. The NZDA respectfully  requests that Forest and Bird NZ provide evidence to substantiate this claim| as it pertains to  their contributions to conservation efforts o n the ground.     Specifically| we seek clarification on the basis for their assertion| considering the following  criteria:     1. Direct Financial Contributions:   We inquire whether Forest and Bird NZ leads in terms of direct monetary contributions to  conservation programs actively engaged in on -the-ground conservation work.     2. Membership Engagement: We seek clarification on whether Forest and Bird NZ boasts the  largest membership base actively involved in conducting conservation activities| such as  trapline laying| predator eradication| and other practical conservation effort s.     3. Volunteer Hours: We request information on the total volunteer hours dedicated to  conservation work by Forest and Bird NZ members| including activities such as predator  control| habitat restoration| and species management.     4. The NZDA emphasizes that conservation efforts| as defined by the Cambridge dictionary|  encompass practical actions aimed at protecting and preserving natural ecosystems and  wildlife from the adverse impacts of human activity. Therefore| activities such as fundraising  and advocacy| while valuable| may not suffice to support claims of leadership in conservation  without substantial evidence of direct on -the-ground contributions. In contrast| the NZDA takes  pride in its extensive membership base of approxima tely 12|000 individuals spread across 48  branches nationwide| actively engaged in conservation activities through recreational hunting|  trapline maintenance| hut upkeep| and collaborative efforts with conservation agencies such  as the Department of Conserv ation and other relevant groups.    24/101  2 Furthermore| our members' dedication to conservation is underscored by the recognition  received from conservation authorities| such as the Department of Conservation's provision  of discounted hut passes exclusively available to groups demonstrating signifi cant  conservation contributions| a privilege not extended to Forest and Bird NZ. As we compile  comprehensive data on our members' volunteer hours| hunting activities| and financial  contributions to conservation initiatives| we anticipate demonstrating that  the NZDA's  collective efforts align closely with the criteria outlined for leadership in independent  conservation endeavors.     Given that recreational hunters routinely spend hours on species management multiple times  per year| we expect that our conservation hours will far surpass those of Forest and Bird's|  before taking into account the dedicated conservation initiatives hosted  by our regional  branches.     In conclusion| the NZDA seeks clarity and transparency regarding Forest and Bird NZ's claims  of leadership in conservation| and that they immediately cease making this claim in support of  their fundraising activities.     We firmly believe that the NZDA not only excels as New Zealand’s foremost independent  hunting organization| but also emerges as a leading force in conservation efforts| as evidenced  by our rigorous adherence to practical conservation activities. We appreci ate your prompt  attention to this matter and look forward to receiving the necessary information to address our  concerns.",Unknown,1
24102,This breaches Rule 1(c) of the ASA.  It is very demeaning to a hard working|group of people who were employed to support government.  It is nasty in content and calls|them Marxists.  It is truly nasty and vitriolic.|About Advocacy Advertising|Complaints about advocacy advertising are considered differently to complaints about|advertising for products and services.|In assessing whether an advocacy advertisement complies with the Advertising Standards|Code| the freedom of expression provisions under the Bill of Rights Act 1990 must also be|considered.|Section 14 of the Act says: 鈥淓veryone has the right to freedom of expression| including the|freedom to seek| receive| and impart information and opinions of any kind in any form.鈥?This|freedom of expression supports robust debate on current issues in a democracy.|Under Rule 2(e) Advocacy advertising of the Advertising Standards Code:|鈥?The identity of the advertiser must be clear|鈥?Opinion must be clearly distinguishable from factual information| and|鈥?Factual information must be able to be substantiated.|If the identity and position of the Advertiser is clear| a more liberal interpretation of the|Advertising Standards Code is allowed.|Ruling|The Chair  of the Complaints Board ruled the issue you raise d does not reach the threshold|to breach the relevant Advertising Standards Authority  Codes and therefore we will not take|any further action.|The relevant codes are Advertising Standards Code - Principle 1| Principle 2| Rule 1(c)||Rule 2(e)|The Chair considered  the context| medium  and audience  of the advertisement| the product|or service being advertised and when applicable  generally prevailing community standards .|The Chair also considered decisions  about similar issues or advertising.|24/102|2,Unknown,1
24103,1: The content of the Ad was sexually inappropriate| triggering for me and totally inappropriate  for a younger audience to see. In the Ad there was a quick scene of a couple having sex in a car - or that was what was implied by the feet on the car window. It was only a second but totally inappropriate  for this to be viewed at prime time. I hated seeing this. I work in mental health where many people have suffered sexual violence. On behalf of these people this is not acceptable. As a mum| this is not wanted  i want my kids to see. Personally| it was horrific to see this. 3 Duplicate  Complainants shared similar views,Unknown,4
24104,Advertisement was goes against the Gambling Advertising Code 2019 Rule 1 (b) Gambling Harm Guidelines. Advertisement for raffle suggests that contributing and winning the raffle will reduce suicide in Aotearoa. The advertisement breaches the following guidelined: Gambling advertisements must not: Promote gambling as a means of relieving or improving a person’s financial| professional or personal difficulties| for example| loneliness or depression. Create a false sense of urgency such that consumers may be misled into thinking they must act quickly in order to participate or win. Portray| condone or encourage peer pressure to gamble. Exaggerate the connection between the gambling activity and the use (individual / family / whanau / community) to which the profits may be put. Target vulnerable people for example| by playing on fear or their superstitions,Unknown,1
24105,There were eight complaints about this advertisement .  The Complainants said it  was  inappropriate for the advertisement and One N Z to present the serious and sensitive topic of  adoption and the search for birth parents in a light -hearted way.  Complainants said the  storyline  was triggering and that it belittles those connected with adoption.     Two Complainants also raise d the issue of the advertisement being disrespectful to indigenous  and Māori people in the context of  forced and interracial adoptions.,Unknown,5
24106,ASA Complaint Billson Vodka RTD flavours  |1. This letter is to formally complain under the Alcohol Advertising and Promotion Code |about alcoho  advertisements| in this case the naming and the packaging of the alcohol |product itself.  |2. The product is Bilson's Vodka| and RTD available in fruity flavours| including Grape |Bubblegum|  and Rainbow Sherbet as seen below.  |3. The advertisements for these products were delivered via Facebook and commenters |described  the Grape Bubblegum flavour as tasting 鈥渆xactly like the grape Hubba Bubba| |really easy to drink鈥?  while the reaction to the Rainbow Sherbet flavour was 鈥測um鈥?and that |they 鈥渟ound so good鈥?  |4. The preamble to the Alcohol Advertising and Promotion Code sets out that alcohol |advertising and  promotion means any message| including naming| labelling and packaging.  |5. Principle 1 of the Code| Social Responsibility| states that alcohol advertising and |promotion must  be prepared and placed with a high standard of social responsibility to |consumers and society.  |6. Rule 1(b) of the Code states that the content of alcohol advertising and promotion must |target  adults.  | 24/107 |2 7. Guideline 3 associated with Rule 1(b) states that the theme| images| wording| music and |language  used must only target adults.  |8. Furthermore| advertisers must take care when content may have appeal to minors| |including  content that creates confusion with confectionery| soft drinks or other non -alcoholic |products; or  use of names similar to those that primarily appeal to minors; or animation| |bright colours| toys|鈥?designs| motifs| items| 鈥?activities primarily connected to youth |culture鈥?.  |9. We submit that the names of the products grape bubblegum and rainbow sherbert| along |with the  colours| designs| and items (roller skates) used in the advertisements including the |packaging  represent a breach of Rule 1(b).  |10. We submit that the clear potential for confusion with confectionery means the breach |cannot be  mitigated by careful placement.  |11. We submit that these products cannot remain on sale| must be urgently removed from |circulation|  and that the packaging and names of the product must be changed immediately.,Unknown,4
24107,There were 28 complaints about th ese advertisement s. In summary| the Complainant s were  concerned the advertisement s were not socially responsible because:   • They glorif y gambling   • The content of the advertising appeals to children .  • Gambling advertisements shouldn’t be played when  children are watching TV   • It’s triggering for recovering gambling addicts  to see these advertisements   • It’s immoral to push gambling when so many people are suffering from the financial  squeeze    24/108  2 • It is or should be illegal to promote gambling   • The advertisements are on 3 -4 times an hour| which is  overexposure   • The advertisements are promoting antisocial and destructive behaviour,Unknown,4
24108,The advertisement is racist and misogynistic. It depicts an Asian women as a |criminal. I argue that it is hate speech against Asians and women. It is deplorable and should |have no place in Aotearoa.,Unknown,5
24109,Contact energy advertisement claimed Clyde Dam and Wairakei geothermal power stations as their efforts to help mitigate climate change. But this infrastructure was built using public funds prior to contact energy formation. Contact energy has made minimal investment (outside of maintenance) and has made no real investment in mitigating their climate change impacts for these sites,Unknown,5
24110,MOA Date/Time of Broadcast: 25/05/2024| 5:30 pm Channel: 51 Standards Breached: Offensive and Disturbing Content;Promotion of Illegal or Antisocial behaviour;Discrimination and Denigration Reason for Breaches: With NZ disgraceful violence against women| I do not want to see a woman being elbowed out of the way so a bloke can eat his KFC. Even if it’s masked slightly by the attempt at a screen shift. Not ok KFC and SKY.,Unknown,5
24111,"This ad is for the World Vision 40 Hour Challenge| and is promoting the act of  uerilla gardening? to the viewer. The definition used for guerilla gardening is ""the act of |planting flowers or food in neglected spaces"".",Unknown,5
24112,Firstly| being told to stay home if you’re feeling sick is an over -reach and an unnecessary use of tax payers money. Secondly| this advertisement is normalising sickness. Why wouldn’t Health New Zealand focus on creating an advertisement that encourages wellness - taking care of your health or at the very least| treating ’sickness’ so that people can educate themselves. Filming a bunch of people lying on couches/in beds with tissues coming out of their noses doing a poor me is hardly an encouraging/supportive or empowering message. In summary| the messaging is disgusting and disempowering.,Unknown,5
24113,The Complainant was concerned the labelling | website and Instagram advertisements  breached a plethora of rules within the Alcohol Advertising and Promotion Code: including  wording such as   • Naming the product “Horny Jane”   • “Healthy RTD”   • “Healthy| guilt -free version”   • “High percentage”   • Bang for your buck due to high percentage which is hypocrisy   And a range of Instagram posts the Complainant said were socially irresponsible,Unknown,2
24114,The Complainant was concerned the labelling | website and Instagram advertisements  breached a plethora of rules within the Alcohol Advertising and Promotion Code: including  wording such as   • Naming the product “Horny Jane”   • “Healthy RTD”   • “Healthy| guilt -free version”   • “High percentage”   • Bang for your buck due to high percentage which is hypocrisy   And a range of Instagram posts the Complainant said were socially irresponsible,Unknown,2
24115,The ad featuring a topless Victor Vito is disgusting| exploitative and objectifying sexy rugby players and demeaning to all those less well endowed. It must be removed immediately!,Unknown,5
24116,This advertisement is back to the original with I’ve regurgitated better meals than this which I think is very wrong you don’t want to be telling people that it ok to do this incentive to people with eating disorders,Unknown,5
24117,I am writing to lodge a complaint about a Contact Energy advertisement that aired on TV today| June 19| at 7:25 PM. The ad gives the impression that Contact Energy is currently a sustainable green energy provider. However| their actual claim is that they merely have a net zero target by 2035| which means nothing. I find this misleading as it makes Contact Energy seem greener than they are in reality. Consumers might be led to believe that Contact Energy is already providing green energy| which is not the case according to their own net -zero target. I believe this advertisement should be reviewed and corrected to ensure it does not mislead the public| especially during a climate crisis.,Unknown,3
24118,The Expedia ad has a man cooking with a very large flame and a child throwing flour into the air close to the flame. This is extremely hazardous! It can explode. This is my first ever complaint about tv and i am doing this as i feel very strongly about it.,Unknown,4
24119,I am complaining about the ad where the main characheter is at the head of the table at a feast and he bangs the table AND  YOU CALL THIS A FEAST? He is a buly and it makes me feel uncomforable aas it displays family verbal abuse and verbal violence as others run away and try to appease the man. Pleae do not air ir again,Unknown,5
24120,"""Sale’s on sale"" (addressed marketing) and the home page of the Max website  saying ""50% off all sale clothing"" [in that order] is extremely misleading and incorrect.     The biggest discount is clearly 50% off the full price.  There is an asterisk referring to original  retail price but the layout of the claim conflicts 100% with the note.  Had the wording been in  a different order| it would have been far less misleading.",Unknown,1
24121,Beef & Lamb Ltd. claim that the animal protection index lists New Zealand as |number 1 in the world on farm animal welfare. However| if you look at the Animal Protection |Index| you can see that New Zealand is not ranked number 1 and actually ranks below other |western nations in terms of farm animal welfare - the advertising is an outright and |demonstrable lie.,Unknown,1
24122,"In summary t he Complainant was concerned the advertisements were |misleading because the metal dog tags are not ""engraved""| long lasting | endorsed by other |councils or environmentally friendly.",Unknown,1
24123,This advertisement is designed to look like a chat show and I believe it’s very misleading. Some people may not realise that it’s an advert and think they are receiving financial advice.,Unknown,1
24124,Hi. I would like to bring it to your attention to how inappropriate one of your adds is. Specifically advertising Vicks for blocked nose where two teenagers are kissing. My 4 year old stopped in front of the tv to see that which was showing in the middle of the day on weekend. She was asking me what are they doing. When it comes to age appropriate program| stick to it| what nonsense are you allowing for kids to see? Totally inappropriate and tasteless| not sure who allowed this but I’d like to see this removed from tv immediately. Will take it further to the broadcasting complain commission to bring it to their attention as well.,Unknown,4
24125,In regard to the advertisement on the New Zealand YouTube site| it is disgusting and inappropriate for young people to watch. Why. can’t t they find a more decent way of promoting their products and do advertisements without those of very young children smooching in public.,Unknown,4
24126,"I wish to complain about the ONE ad about Connection - Spoken to the brand manager with the add team| and these are my concerns| We have a large adoption group| and we are gathering our complaints to send to you and them Understand that we are second -class citizens who do not have the same rights as you do. I will never get my name on my birth certificate due to the 1955 Adoption Act. This story is not fictitious. It's happening to over 100|000 of your Kiwi friends and family| and making light of it is horrific. If you boil this down| it's human trafficking - taking a baby from a family and then giving it as a clean legal slate as another. This Is a brought -over site from your legal team and something not to be played with It's not lighthearted to be told as an adult that you have been lied to your whole life| and those are not your parents| and it is not fun to travel the world to find your roots. Did you know adoption falls under property law? As this ad appears to feature a young Māori or Pacific man who was adopted by non -Māori adoptive parents in a closed adoption with no knowledge of his adoption and therefore no knowledge of his whakapapa| I'm going to email them from the POV of a transracial adoptee and mention the fact that the govt is currently being challenged by the Waitangi Tribunal and others regarding the repeal of Section 7AA of the OT Act (which ensures that ""the policies| practices| and services of (OT) have regard to mana tamaiti (tamariki) and the whakapapa of Māori children and young persons and the whanaungatanga  responsibilities of their whānau| hapū| and iwi""). You have no idea how deep this conversation is and how horrific it is for many. Connect with family? Are you kidding me? Most of us try connect and then get rejected again - 4 x more likely to commit suicide or be drug addicted. You are flirting with a not -light-hearted topic and must take it down! Imagine how you would feel if you had no access to your family or birth certificate - and you can't find out who you are. Then| if or when you do| you are still not legally allowed to gain access to medical records - 23/127 2 or lineage - and when you hunt| they may be dead - or you're a product of sexual abuse. Please consider this topic before you go any further I ask you and your add and legal team to sit and watch this apology of adoption in Australia you will see this is not light -hearted Being told in a spa pool by 2 hippies you are not theirs as an adult is epic trauma",Unknown,4
24127,This add by One -Lets Get Connected is disrespectful to all adoptees in NZ. This add falsely portrays adoption and the trauma it leaves for the adoptees. Adopted New Zealander's have been denied their right to adoption records| medical history| given false birth certificates and the right to know their whanau. Many adoptees have been offended by this advertisement| some to the point of triggering their trauma. Please consider the 100|000 adoptees in this country| and show some respect to our suffering. We are an overlooked mino rity of people that are shown so little respect| please hear our concerns. It is of particular concern that this add has appeared just as we await the final findings of the Royal Commission of Enquiry into State abuse| and yes adoptees are part of this enquiry! There is a big need for education on the disadvantages/trauma of adoption in this country and I sincerely hope the Adverting Standards Authority can play it's part in this education.,Unknown,3
24128,Breach of Principle 1 – Social Responsibility: • advertisements must not exploit| degrade| denigrate| demean or objectify any person or group of people or any products| services| objects or places. • advertisements must not feature stereotypical roles or characteristics which| through their content and context| are likely to be harmful or offensive to people| particularly children and young people • humorous| satirical treatment of people and groups of people are natural and accepted features of societal relationships and may be acceptable| provided they are not likely to cause harm or serious or widespread offence This large -scale advertising campaign centres on the main character| a young man of unknown whakapapa who is raised by adoptive parents| who is depicted embarking on a journey to find the truth of his unknown biological origins. He begins his search with nothing more than a tartan -wrapped stone which links his arrival as a brown baby into the home of a white family. - It is a fictional story| however it is of adoption and lost whakapapa that is common and personally recognizable as a serious and sensitive topic for thousands of New Zealanders. - This advertisement exploits of this sensitive topic of adoption to convey a message of “connectedness”| The advertiser has attempted a humorous tone| however the insensitivity shown by this advertisement causes harm to both the children and parents separated at birth| and to other individuals without knowledge of their whakapapa (e.g. sperm donation). - Adoption and separation from family of origin| resulting in loss of identity and whakapapa| is a potentially traumatic event with far reaching social and mental health implications for individuals involved. - This large -scale multimedia advertising campaign is unavoidable – in addition to the broadcast and online video content| it is shown in cinemas| and large billboards are used on motorways| shopping centres| airports etc. - To say that the advertiser should have handled the topic of adoption more sensitively overlooks the fact that a large -scale campaign focusing this sensitive topic should never have been considered in the first place. Specific examples of the breach of Principle of Social Responsibility - The advertisement insensitively and offensively minimizes the trauma of adoption| and normalizes harmful adoption practices| particularly in relation vulnerable young people discovering their loss of whakapapa. The revelation by the main character’s adoptive parents that he is not “biologically speaking| the fruit of their loins” is depicted as a casual conversation while sitting in a spa pool. This is an attempt at a humorous depiction of what is highly impactful moment in a child’s life| and the insensitive depiction will be causing harm to individuals who have experienced similar situations. This depiction also normalizes the harmful concept that it is acceptable to erase or withhold biological identity. It also harmfully reinforces the unreasonable expectations held by society that the adopted child should be universally grateful for being adopted| and that the child should accept 23/129 2 without complaint that their whakapapa has been erased at birth. This advertisement also seems to depict the main character (brown) being thankful that he is in fact not biologically related to his embarrassing (white) parents. This is a stereotypical trope commonly portrayed| the result of which is to minimize the actual harm caused to adopted children – “yes you’re adopted but your parents are kind of awful and embarrassing| be grateful you’re not actually related!” This advertisement harmfully normalizes a situation that has seen a child separated from his biological parents at birth without a thorough legal process ensuring the care and protection of the child. The main character is depicted searching for his whakapapa| with nothing other than a “stone” that was “with me when they got me” and a highland cow for support. This story is depicted in a present day timeline| and depicts complete ignorance of his adoptive parents and a seeming lack of any involvement of the Crown in a formal process that lead to him being raised with his “adoptive” parents. This is a fantasy and a harmful depiction which minimizes the rights of a child to knowledge of their whakapapa| and the availability of agencies and support that exist in New Zealand to support young people embarking on their own personal search for identity. The depiction of a birth mother’s reaction to being found by a child separated at birth is insensitive and offensive. The birth mother is depicted being approached for the first time by her biological child. For most adopted individuals| if this moment of connection is eventually made| the first reunion is an extraordinarily private and potentially traumatic moment in an adopted individual’s life. Yet in this advertisement| it is depicted with humour| and grossly lacks sensitivity and appropriateness. The birth mother is depicted seemingly hiding in a hermit - like existence in the Scottish Highlands before being “found” by the child she was separated from at birth. It might be expected that a birth -mother first “being found” by a child in this circumstance may have recalled memories of far greater and likely negative impact. For example| the shock of an unplanned pregnancy; the dilemma of an unwanted pregnancy; the decision not to terminate the pregnancy; the impact of the 9 month pregnancy; the eventual outcome where she is separated from the child| which likely resulted in significant trauma and grief. Instead the advertisement minimises the trauma on birth parents and depicts that birth -mother reacting with a sheepish smile and remembering an enthusiastic sexual encounter and a screaming baby – a flooding recollection of 20 years of grief and loss which would be a far more accurate but less heartwarming for the purposes of this advertisement. There is one tenuous moment linking One NZ as a telecommunication company (the advertiser) with the main character’s search for their whakapapa. It is when a One NZ employee uses a mobile phone app to match a unique tartan pattern with a specific location in Scotland. One NZ are a telecommunication company| not a social agency. Perhaps One NZ should have depicted the main character making formal enquiries with Oranga Tamariki on his One NZ mobile phone| so that he can be privately supported through an official and structured search for his whakapapa. In the interests of all adopted New Zealanders| One NZ should cease this advertising campaign immediately,Unknown,4
