decision_id,complaint_number,advertiser,advertisement,date_of_meeting,complaint_id,complaints,label,len(complaints),adver_id,adver_,adver_type,len_adver,Unnamed: 13
20371,20/371,Dunedin City Council,"Dunedin City Council, Print",24/08/2020,20285,"Advertisement: The Dunedin City Council distributes a monthly brochure called FYI""to every |residential address in its area (and digitally to anyone who subscribes"". A copy is placed on |the Council website (https://www.dunedin.govt.nz/news -and-events/fy i-dunedin). Page 6 |page of the July 2020 issue advertises a new""dog park in a new""location: |https://www.dunedin.govt.nz/__data/assets/pdf_file/0008/778760/FYI -July-2020 -Email - |Version.pdf.",0,480,20183.0,": The Dunedin City Council brochure promotes the Forrester Park Dog Park. |The advertisement says that ""A new dog park specifically for small dogs| has opened at |Forrester Park"". The p ark is said to be a ""fully fenced park"" that caters to small dogs which |are classified by weight (a maximum of 8kg). The advertisement is accompanied by an |image of a small Scottish Terrier.",,381,
20372,20/372,Alt New Zealand Limited,Alt Television,09/09/2020,20286,The Vape ad shows a group of empty chairs lined up burning| I thought I was |watching the Christchurch memorial for all the lives lost burning. It wasnt but it made me feel |like the advertiser is clueless as to how people and family in Christchurch might feel seeing |that.,0,293,20184.0,: The Alt NZ television advertisement promotes their vape products as NZ's |most trusted smoking alternative. The advertisement shows a range of different chairs and |couches being burn ed in reverse.,,201,
20373,20/373,Foodstuffs NZ,Pakn Save Television,01/09/2020,20287,The stickman on the Pak N save ad pronounces Wainoni wrong| completing |butchering Te reo. ads like this contribute to racism &amp| mispronounciation of M āori words. |We are never going to move forward with respect for M āori when there are ads like this,0,273,,,,0,
20374,20/374,Goodman Fielder NZL Limited,"Nature's Fresh, Television",31/08/2020,20288,"Nature""s Fresh are promoting their product through the consumption of an official |NZ endangered species. This is ethically irresponsible. The company have also promoted a |shorter version of this advertisement on their FB account and have had numerous comments |requesting the removal for months now but have failed to do anything about it. This ad should |be removed as it does so much damage!",0,413,,,,0,
20375,20/375,Plarium Global Ltd,Raid Shadow of Legends Game,04/09/2020,20289,"The ad appeared below the news story at the above url| today| 15 August 2020. |It is in breach of Advertising Standards Code| Principle 1| Rule 1c: ""Advertisements must not |exploit| degrade| d enigrate| demean or objectify any person or group of people; Advertisers |must not use offensive| degrading or provocative copy and/or images to attract attention or |promote the sale of products or services; Sexual imagery or language must be appropriate to |the audience and medium; Sexual depictions of people or groups of people may only be used |to advertise relevant products and services."" |The ad is offensive and degrading to women as it claims 檡ouree allowed to do anything you |want in this game"" while s howing a pornographic style picture of a woman with an |unnaturally large bum| which is barely covered by a flimsy skirt that shows her upper thigh| |and she is looking away from the viewer. The clear implication is that in the game| you can |get away with wh atever you want to do to this woman. And the ad is using that as a hook to |entice people to click the link. This image and sentiment is particularly insulting placed as it is |under a news story about Chozyn Koroheke| who was murdered by her male partner. T his |kind of suggestive imagery and text contributes directly to a culture where men are |encouraged not to respect women as equals| but see them as objects to whom you 檃re |allowed to do anything you want to"" Changing this is essential if NZ is going to ma ke any |difference to what the ODT elsewhere calls ""statistics that make horrific reading"" on family |violence (https://www.odt.co.nz/opinion/editorial/stand -against -family -violence).",5,1696,20185.0,": The digital marketing advertisement for Raid Shadow of Legends computer |game on the Otago Daily Times website shows a n animated female character lying on her |stomach and aiming a bow and arrow across a river. The game is a fantasy | cooperative |play| strategy game. The text in the advertisement says: ""You're allowed to do anything you |want in this game"".",,367,
20377,20/377,The Advance New Zealand Party,"New Zealand Public Party, Out of",02/09/2020,20290,The Complaints Board did not uphold a complaint about the New Zealand Public Party |(NZPP) billboard advertisement . The Complaints Board agreed the opinion statement was |not misleading and reflect ed the Advertiser's position on the Covid -19 Public Health |Response Act 2020 .,1,329,,,,0,
20378,20/378,AUTHOR S EcoFX Limited (under contract to,Department of Conservation ),03/09/2020,20291,I would like to submit - to this complaint about a misleading advert| the |documentation that was also sent to residents that was supposed - legally - to encourage |them to make an informed con sent about the proposed poison operation. |Here is some examples of that propaga nda [,1,301,,,,0,
20379,20/379,Right to Life,"Right to Life, Out of Home",15/09/2020,20292,"The Complaints Board did not uphold the complaint about a Right to Life billboard |advertisement. This is because while the colour orange has a strong association with the |Electoral Commission for some| the use of the colour is not misleading when combined with |the wording the End of Life Act""is Dangerous""and 淏adly drafted"" The majority said it |was clear these were opinions from an organisation opposed to the Act| not a statutory body.",1,499,20186.0,s must not mislead or be likely to mislead| deceive or confuse consumers| |abuse their trust or exploit their lack of knowledge. This includes by implication| inaccuracy| |ambiguity| exaggeration| unrealistic claim| omission| false r epresentation or otherwise. |Obvious hyperbole identifiable as such is not considered to be misleading.,,338,
20385,20/385,Yes for Compassion,"Votesmart.co.nz, Facebook and",18/09/2020,20293,I'm from Safer Future Charitable Trust - and we've set up an information |campaign on the End of Life Choice Act called 'Votesafe.nz'. We launched the site on 11 |August after an extensive research and branding exercise. We have not positioned |ourselves as a 'v ote no' campaign| but rather get informed and vote how you think is best |campaign'. We're also not against the idea or concept of euthanasia| but rather we see |problematic deficiencies in the wording of the EOLC Act which we think would put vulnerable |peop le at risk since we're voting on a finished piece of law (an Act)| rather than a W.I.P. (a |bill).,0,643,20187.0,1 : The sponsored Facebook advertisement for Yes for Compassion |promoted the website| votesmart.nz| supporting a yes vote in the End of Life Choice |referendum. The advertisement feature s deep purple and bright orange colours.,,232,
20386,20/386,Green Kleen,"Green Kleen, Digital Marketing",07/09/2020,20294,"""So flatten the curve with this neat 1 -day merch!"" this ""flatten the curve"" |terminology is wording unfamiliar to almost everyone until the Covid 19 and is synonymous |with this pandemic. |The advert goes on to state the product is alcohol free| |For Hand sa nitiser to be effective against Covid 19 the product must contain at least 67% |alcohol |Using terminology designed to associate this product with Covid 19| many consumers will be |mislead into purchasing this product to protect themselves against a threat i t is completely |ineffective against. |At a time when people's lives are at risk| this is no time for smoke and mirrors.",0,662,20188.0,": The price and product advertisement on 1 -day.co.nz is for Green Kleen |Hand Sanitiser. It shows an image of the product with text stating: ""So flatten the curve with |this neat 1 -day merch!"". Features of the product state that the product is alcohol free which is |""great for sens itive skin doesnt dry hands out li ke alcohol based"" and ""kills 99.9% of germs |and bacteria.""",,383,
20387,20/387,Hello Fresh,"Hello Fresh, Website",27/10/2020,20295,"If a company calls itself Hello Fresh - wouldnt that imply that the food they offer |is fresh? I was receiving these goods for awhile| but after receiving three Not fresh deliveries| |have now cancelled it. The first two were broccoli that went to seed after being kept in the |refrigerator for no more than 5 days. I have bought broccoli from the supermarket and it |hasnt gone to seed even after two weeks in the refrigerator. The third instance wa s receiving |a mouldy carrot in the last batch. Carrots lasts for months in the refrigerator. All the company |would offer was $12 credit on my account - this only covers delivery. I feel that a company |calling itself Hello Fresh should have all fresh goods that are kept refrigerated until they are |dispatched. I am not wanting a refund| I just do not wish others to receive the same low |quality in expectation of ""fresh"" vegetables. |The goods are couriered in a box with icepacks in it which is good and received within a few |hours| so its not the courier that is at fault. Once received I put the goods into the freezer |(meat) or the refrigerator. |I have attached a picture of the carrot.",0,1178,20189.0,": The Hello Fresh website advertisement promotes their various Hello Fresh |food boxes . The advertisement includes the statement ""Val ue for money - We work closely |with our trusted su ppliers to source fresh| high -quality ingredients for your box.""",,256,
20388,20/388,Reckitt Benckiser (NZ) Limited,"Glen 20 Surface Spray, Television",07/09/2020,20296,I think its inappropriate given the situation we are in right now for a disinfectant |implant to advertise that it is effective against covid -19. Especially given past media coverage |of Donald Trump and his suggestion people could ingest disinfectant to get rid of the virus...,5,297,20190.0,": The Reckitt Benckiser television advertisement promotes their Glen 20 |Surface Spray product. The advertisement shows the product and promotes its ability to kill |up to 30 different germs. The advertisement ends with voiceover that states the product is |tested and shown effective against COVID -19 Corona virus""",,320,
20389,20/389,2degrees Mobile,"2degrees, Television",25/09/2020,20297,During S2020| E25 of Newshub Nation (encore) on channel Three on the 22nd of |Aug 2020 a 2 Degrees advertisement was aired that claimed 2 Degrees let their mobile |customers keep unused data fo r up to a year and that other providers dont.,0,257,20191.0,": The 2 Degrees television advertisement promotes their ""fighting for fair"" |campaign on what 2Degrees did to ""become NZ's fairest telco "" The advertisement uses |emojis and explains how 2Degrees 渓et people keep all their unused Pay Monthly mobile data |for up to a year"" give out a free hour of mobile data every day ""and 渓et people share their |carryover data for free "" Each claim is accompanied by a reference to "" the other guys"" | |meaning their competitors.",,476,
20390,20/390,AMI Insurance,AMI Insurance Radio,30/11/2020,20298,"AMI Insurance claims they will be standing by you when you need them. This is |dishonest| when you make a claim to you insurance company is when the company tries to |figure out a way not to pa y you and you become a legal adversary to them. The proof is the |ten years some of us| many of us| are still waiting to get paid by AMI/Southern Response. |AMI sold us fraudulent policies which we could never claim on in the event of a major event |because t heywould surely be bankrupt therefore they knew (because they have actuaries ) |that they would go bust quickly in the event of a big event. Sure enough AMI went bust |immediatelyafter the earthquakes and had to be bailed out by myself a taxpayer along with |othertaxpayers. Not only did I not get my claim paid but I had to pay for them to get bailed out |aswell. AMI advertising that they are ""there for me"" and "" in business for 100 years"" are lies |andoffensive and dishonest. The advert should be removed or chan ged to tell the truth. AMI |will fight to pay your claim if you make a claim. Until the law states that an insurance |companyhas to legally be on the side of the claimant AFTER an event is claimed upon then |any otherclaim in advertising if false| misleading and offensive to anyone like myself who did |not gettheir claim paid. The recent Supreme Court ruling yesterday show that AMI/Southern |Response were dishonest and hid millions of dollars in claim money from the claimants. In |my case it was about $300|000. A MI/Southern Response also spied on myself and others |who attempted to help the public get their claim paid. This advert must be removed.",5,1651,,,,0,
20391,20/391,Vodafone NZL,"Vodafone, Digital Marketing",09/09/2020,20299,"I believe that this ad in misleading and inaccurate| and does not meet the |requirement that ""Discounts off the usual price must be genuine. The usual price must be the |price at which the prod ucts or service are commonly sold at"" as the $300 interest saved |component does not make up the ""usual price"" of the product. I believe the ""usual price"" of |the iPhone should be its RRP| not RRP + potential interest charges.",1,437,,,,0,
20392,20/392,New Conservative Party,"New Conservative Party, Out of",13/09/2020,20300,Multiple Billboards stating NZ not UN . Leighton Baker of the New Conservative |Party has his name on the billboard and is standing for Waimakariri. |The inference is that you are welcome in NZ if you are an NZ European or of M aori descent. |As an immigrant myself I take exception to the view bein g posted on a billboard - but my |sympathies are more with the victims of the mosque shootings at this time. I was lead to |believe they are us as with any citizen or permanent resident of this country. The billboards |incite racial division and fear of people from other ethnicities.,0,604,20192.0,": The New Conservative Party out of home advertisement promotes the party |for the upcoming election. The advocacy billboard has the New Conservative logo and the |words ""NZ not UN"" followed by ""Your Nation| Your Voice"".",,223,
20395,20/395,Chorus NZ,"Chorus, Television",10/09/2020,20301,"The add ""Fibre. It 's how we internet now."" (see YouTube link - |https://www.youtube.com/watch?v=efc_A9rVSc4) which has been played on various TV |channels and can be found on YouTube too shows a Chorus employee ready to install the |fibre cable. The worker seems to be of Indian descend and his name is ""Sammy""| which is a |racist term used in South Africa to describe men of Indian descend (see the Dictionary of |South African English - https://dsae. co.za/entry/sammy/e06217). I personally believe this is |totally inappropriate and unlikley to be a simple coincidence.",5,594,,,,0,
20397,20/397,HazMat,HazMat Radio,08/09/2020,20302,Hazmat are advertising that they are offering half price asbestos testing for |$99.00. But the going rate is around $80 -$90. https://www.hazmat.co.nz/asbestos -testing/,0,187,20193.0,: The HazMat radio advertisement promotes their ability to extract and |remove asbestos from homes and workplaces. The advertisement states that asbestos is |deadly and that if you think your building may have asbestos| you should get it tested. The |ad states that HazMat safely tests and removes asbestos and that for a limited time| drop off |asbestos tests are just $99 + GST.,,383,
20399,20/399,Glaxo Smith Klein and Simone,Anderson,09/09/2020,20303,"She is advertising Panadol for the relief of stress, it’s very reckless and irresponsible for her more influenceable followers.",0,208,20194.0,"The advertisement had a photo of Simone si tting on a yoga mat| hugging her dog. Under the |photo was the text eid you know research* has shown more than half of Kiwi families have |experienced stress recently. A new campaign by @panadolanz has launched to encourage |Kiwis to Rethink Care| with mind fulness sitting at the top of the mental health to -do list..."" |The advertisement also had ""Panadol #LetsRethinkCare #sponsored""and 淯se Panadol for |the temporary relief of pain. Always read the label. Use only as directed…e?",,535,
20399,20/399,Glaxo Smith Klein and Simone,Anderson,09/09/2020,20304,This is a dangerous ad suggesting that stress management is a simple fix and that taking Panadol can help.,0,208,20194.0,"The advertisement had a photo of Simone si tting on a yoga mat| hugging her dog. Under the |photo was the text eid you know research* has shown more than half of Kiwi families have |experienced stress recently. A new campaign by @panadolanz has launched to encourage |Kiwis to Rethink Care| with mind fulness sitting at the top of the mental health to -do list..."" |The advertisement also had ""Panadol #LetsRethinkCare #sponsored""and 淯se Panadol for |the temporary relief of pain. Always read the label. Use only as directed…e?",,535,
20399,20/399,Glaxo Smith Klein and Simone,Anderson,09/09/2020,20305,Simone Anderson has recently posted on Instagram promoting Pamol in a negative way that is a dangerous tactic to vulnerable people that are suffering from a mental illness. Simone doesn’t promote other options like taking vitamins or a herbal tea (as a exa mple). Simone should not be promoting any medication as she isn’t a doctor or health professional. Simone isn’t a good influencer in my view and this post need to be taken down asap and Simone needs training as to what is acceptable to post.,0,208,20194.0,"The advertisement had a photo of Simone si tting on a yoga mat| hugging her dog. Under the |photo was the text eid you know research* has shown more than half of Kiwi families have |experienced stress recently. A new campaign by @panadolanz has launched to encourage |Kiwis to Rethink Care| with mind fulness sitting at the top of the mental health to -do list..."" |The advertisement also had ""Panadol #LetsRethinkCare #sponsored""and 淯se Panadol for |the temporary relief of pain. Always read the label. Use only as directed…e?",,535,
20399,20/399,Glaxo Smith Klein and Simone,Anderson,09/09/2020,20306,I believe that the wording of this claim (or this image) in the advertisement is a breach of the Therapeutic and Health Advertising Code because of the implication of advertising pain relief with the content of the ad being about stress,1,208,20194.0,"The advertisement had a photo of Simone si tting on a yoga mat| hugging her dog. Under the |photo was the text eid you know research* has shown more than half of Kiwi families have |experienced stress recently. A new campaign by @panadolanz has launched to encourage |Kiwis to Rethink Care| with mind fulness sitting at the top of the mental health to -do list..."" |The advertisement also had ""Panadol #LetsRethinkCare #sponsored""and 淯se Panadol for |the temporary relief of pain. Always read the label. Use only as directed…e?",,535,
20399,20/399,Glaxo Smith Klein and Simone,Anderson,09/09/2020,20307,"I believe that the advertisement breaches the Therapeutic and Health Advertising Code because this implies as association between stress and remedying stress Panadol. This lacks social responsibility. There’s is no clinical indication that Panadol can relieve the feeling of being stressed, nor is there a belief that Panadol can help with this. Panadol is an analgesic used to pain such as musculoskeletal pain and post operative pain. Panadol is not used for emotional pain or stress. This post has the potential to make vulnerable people or people of certain age groups believe that there is a link between feeling stressed and taking Panadol. There is none! Panadol should only be taken when required or when discussed with a medical professional. Adver tising of this nature has the potential to cause harm, is irresponsible and is misleading.",2,208,20194.0,"The advertisement had a photo of Simone si tting on a yoga mat| hugging her dog. Under the |photo was the text eid you know research* has shown more than half of Kiwi families have |experienced stress recently. A new campaign by @panadolanz has launched to encourage |Kiwis to Rethink Care| with mind fulness sitting at the top of the mental health to -do list..."" |The advertisement also had ""Panadol #LetsRethinkCare #sponsored""and 淯se Panadol for |the temporary relief of pain. Always read the label. Use only as directed…e?",,535,
20400,20/400,Lion Dairy and Drinks,Scrum py Cider Fa cebook,14/09/2020,20308,This advertisement may be in breach of alcohol advertising guidelines as it |promotes binge drinking of their product. They show meal pairings of small snacks combined |with a full bottle of scrumpy| containing 16 standard drinks. User comments on this and other |advertisements frequently discuss their experiences binge drinking and blacking out |cons uming Scrumpy - showing that others accept this advertisement as normalising |behaviour. I don't know about whether their moderation of these comments would come |under advertising guidelines| but the advertisement itself is still irresponsible to their most ly |'young' (over 18 but unaware of the harms of excessive consumption) buyers.,0,715,20195.0,: The Scrumpy NZ digital marketing advertisement promotes their different |Scrumpy flavours in combination with other foods. The quick and easy combo consists of a |Scrumpy and a packet of noodles| the snacc combo consists of a scrumpy and hot chips| |the 2am combo consists of a kebab and scrumpy and the Netflix combo consists of scrumpy |and popcorn.,,355,
20401,20/401,Koru Nutrition,Koru Nutrition Print,25/09/2020,20309,Please advise if the attached testimonial advertisement contravenes advertising |regulation s,0,109,,,,0,
20402,20/402,Chorus NZ,"Chorus, Television",07/09/2020,20310,"The Complainant objected to the use of Debussy's Clair de Lune musi c as the |background soundtrack for the advertisement and considered it to be 渆xtremely |inappropriate""",5,190,,,,0,
20403,20/403,Brother NZ,"Brother NZ, Television",29/09/2020,20311,This is a racist ad. Everyone is white there are no people of colour what so ever. |They also make an effort to say they have a no (sic) based contact centre. But the majority of |people in NZ aren't white with blonde hair. Disgusting ad and allowing it is allowing people to |exclude people of colour and is putting hate on those who work in contact centres with a |different accent .,0,406,,,,0,
20404,20/404,Vote Safe NZ,"Vote Safe, Out of Home",14/09/2020,20312,"Advert refers to End Of Life Choice Act| stating ""Lethal dose with no mental |health support"" |but that is a misleading interpretation of the Act. |(https://www.referendums.govt.nz/endoflifechoi ce/index.html) |The Act specifically mentions a psychiatrist needing to assess the person if either doctor is |unsure of their ability to make the decision. Also that mental illness or disorder cannot be |given as the reason for requesting assisted dying.",3,472,,,,0,
20405,20/405,Sealord NZ,"Sealord, Television",14/09/2020,20313,In this current ad| Sealord make the ludicrous claim that eating fish enables you |to swim like one. Is this magical property unique to the consumption of fish or does it extend |to other animals and perhaps the plant kingdom too? Are we to assume that eatin g chicken| |beef| goat bestows similarly species -related beneficial properties to humans? I do wish the |good people at Sealord will continue to educate us accordingly. They have got away with it |thus far by using a facade of a cute video depicting a clear| strong bond between father and |daughter. Tug at those emotional strings won't you. It's no excuse for false and blatantly |manipulative and deceptive advertising.,0,699,20196.0,": The Sealord NZ Classic Crumb fish fillets television advertisement begins |with a girl asking her father Dad| why do I suck at swimming?"" The father is shopping for |fish at the supermarket and replies There's plenty of good stuff in fish and maybe it will help |you swim like one .""The father repeats the mantra 淩emember be like a fish""and the story |arc shows th e girl improving at swimming. The advertisement ends with the father also |taking swimming lessons and the daughter repeating the line 淏e like a fish""",,529,
20406,20/406,Cabana Latina,"Cabana Latina, Digital Marketing",21/09/2020,20314,"Theyree promoting an irresponsible consumption of alcohol| offering bottomless |drinks (""all you can drink""| including cocktails and wine) for a lapse of 2 hours| if you buy the |coupon. And it comes with a snack that doesnt count as a proper dish (pe: fries| or a skewer) |to help minimise the harm done by the excessive consumption of alcohol. |Honestly| it doesnt feel safe for the community.",0,418,,,,0,
20409,20/409,Marvel Health,Marvel Health Digital Marketing,21/10/2020,20315,I believe that the wording of this claim (or this image) in the advertisement is a |breach of the Therapeutic and Health Advertising Code because I dont think it can be |proven.,0,196,,,,0,
20411,20/411,Amarin Thai Massage,Digital Marketing,29/10/2020,20316,"I am aware that Amarin Thai Traditional Massage is advertising on its webpage |http://www.amarinthaimassage.com/ that ""Our therapists trained and qualified from Wat Po| |Thailand's leading school training practitioners of f traditional Thai massage"" This is a false |claim. No staff are qualified at Wat Po and it is deiberately advertised in error to increase |bookings for the business.",0,410,20197.0,: The Amarin Thai Massage digital marketing advertisement promotes their |various massage services. The advertisement welcomes viewers to the web page and |claims that they have been do ing real Thai massages since 2010. The advertisement claims |the therapists are trained and qualified from Wat Po| Thailand's leading school training |practitioners of traditional Thai massage.,,380,
20412,20/412,Make It Legal NZ,"Make It Legal NZ, Facebook",14/09/2020,20317,"The Complainant said the statement ""Patients with serious conditions can't |access medicinal cannabis"" is false.",0,130,,,,0,
20413,20/413,Kellogg (Aust.) Pty Ltd ( Kellogg ),Kellogg's cornflakes Television,28/10/2020,20318,"The Complainant is concerned the advertisement is promoting over -eating to an ethnic group which is already over -represented in obesity and diabetes statistics. The Complainant said cornflakes are not healthy, especially in large quantities. Issues Raise d: • Social Responsibility • Health and well -being",3,358,20198.0,"The television advertisement for Kellogg's cornflakes shows a man sitting in an armchair |eating a large bowl of cornflakes. He is talking to a woman sitting in an armchair next to him. |He says: My perfect bowl of cornflakes is a salad bowl ""two minutes flat I reckon I could |finish this…e?",,296,
20414,20/414,Brand Developers Ltd,"Thin Lizzy, Television",14/09/2020,20319,Advert was sexual and provocative (there is resonable and OK) this ad had |women pouting lips| face| eyes provokative| not appropriate| Perfume ads OK| Dove have |women in underwear and OK| Tra die underpants OK| yet this was boarder on pre - pornov |suggestive. It's an ad for foundation not offering or insinuating something other than skin |care!,5,369,,,,0,
20416,20/416,COMPLAINT ON BEHALF OF Alcohol Healthwatch,ADVERTISER Euro Liquor,15/09/2020,20320,"Subject: ASA Complaint Baltika Facebook Advertisement |This complaint relates to an alcohol advertisement for Baltika beer. The advertisement is a |sponsored post which has been appearing in Facebook newsfeeds in November 2020. The |advertisement was seen on the 9th and 18th of November by Alcohol Healthwatch st aff. |Details of the Facebook advertisement are appended at the end of this letter. |Principle 2 of the Code for Advertising and Promotion of Alcohol states: |Alcohol advertising and promotions shall be consistent with the need for responsibility and |moderati on in alcohol. |Guideline 2(a) states: |Alcohol advertising and promotions shall not emphasize a product 's alcoholic strength| |except where the product is a light (or lite) alcohol product but can include factual information |about the alcoholic strength. |The text accompanying the image of the Baltika 9 product emphasises the product 's alcoholic |strength| stating: |Discover BALTIKA 9 ""award winning *trophy emoji*| twice as strong as classical lager *bicep |emoji* |The text continues: 8.0% ALC.| 450ML. |The image of the product also features the word strong and the phrase PREMIUM STRONG |LAGER on the can. |We submit that this alcohol advertisement emphasises the product 's alcoholic strength| and |that this emphasis goes beyond providing factual information. We ask tha t the Complaints |Board consider whether this advertisement breaches the advertising codes referred to above. |Reducing alcohol -related harm",0,1541,20199.0,": The sponsored Facebook advertisement for Euro Liquor's Baltika 9 beer |says 淏eer? Yes please! Sale 20% off. Discover Baltika 9 - award -winning| twice as strong |as classical lager. It stands out for its rich and pleasant taste with pronounced bitterness o f |hops and sweetness overtones. 8.0%ALC. 450ML"". The text of the advertisement also |includes an emoji of a trophy and biceps. The Facebook post includes a number of user |generated comments which reference the product.",,487,
20417,20/417,Ford Motors NZL,"Ford Ranger, Television",14/09/2020,20321,The current TV advert for the Ford Ranger car shows a man mowing his berm |lawn with a motor mower while wearing jandals/flipflops on his feet. He is asking another man |if he can come with him in his Ford Ranger to go on his boat and go fishing. He is so bu sy |watching the other man in his Ford Ranger that he is not concentrating on what he is doing |and there is a shot of a 'very well mown' patch beneath the mower. After riding with the |neighbour to the boat ramp he is then shown beside the boat| presumably a bout to get onto |it| again while wearing jandals/flipflops. I do not think the wearing of this type of footwear |while mowing lawns is a very good example for others| especially for younger viewers. We |should be setting examples of safe work practices for t hem.,0,808,,,,0,
20418,20/418,Lotto NZ,"Lotto, Television",14/09/2020,20322,"Advertising lottery tickets as a good Fathers day gift idea... |1. Lottery is over 18. OK| over 18s have dads. But... |2. Promoting gambling as a gift is simply dumb and inconsistent with the v alues we |should be promoting for 'sons and daughters"" |3. There are plenty more creative ideas to promote lottery based on the value and |benefits. |Do the right thing and set a standard.",2,405,20200.0,": The Lotto NZ television advertisement promotes their upcoming Father's |Day Lotto promotion. The advertisement shows two emoji like heads talking about what they |are getting their father for Father's Day. One says he is getting a framed picture of him and |his dad while the other says she is getting him a Lotto Triple Dip and refers to the 80 extra |prizes to be won in the Father's Day draw. The advertisement ends by saying: Gab Dad a |Triple Dip today.""",,469,
20419,20/419,New Conservative Party,"New Conservative Party, Out of",19/09/2020,20323,"False/misleading advertising. |They do have a gender ideology| as they have policies and statements related to gender. |See screen caps and site:https://www.newconservative.org.nz/gender -policy |An ideology is ""a system of ideas and ideals| especially one which forms the basis of |economic or political theory and policy."" |It is misleading as it suggests to some that they have no stance and will not engage in the |current political debate about tran sgender and non binary rights and access to resources. |To others who see this statement and the party's gender specific polices it suggests because |it it claims not to be an 檌deology""it is more factually correct"" as the many people do not |understand a ideology can be factually/scientifically based. |This generates confusion| is misleading and is inaccurate.",1,847,20201.0,": The New Conservative Party out of home advertisement promotes the party |for the upcoming election. The advocacy billboard has the New Conservative logo and the |words "" No Gender Ideology "" followed by ""Your Nation| Your Voice"".",,234,
20420,20/420,The Advance New Zealand Party,"Advance NZ Party, Unaddressed",16/09/2020,20324,The claim that a vote for the party will help remove laws on mandatory |testing/vaccinations/forced entry is pure fear mongering BS propaganda designed to pray |on the fears of many esp when at this election time no such laws exist,0,250,20202.0,": The Advance New Zealand Party unaddressed flyer cover says: 淰ote |Advance NZ to reclaim NZ back for all the people"" Inside the flyer there are photos of the |co-leaders and their families and a section entitled: What Advance NZ will do for you and our |proud nation"" Under the heading 淩ebuild NZ back into a democracy""it says: ""Stop the |attack on Kiwi freedoms by removing laws that force mandatory testing| mandatory |vaccinations| and forced entry into homes without a warrant.""",,491,
20421,20/421,Big J's Takeaways,"Big J's Takeaways, Facebook",14/09/2020,20325,I find this advertisement in very poor taste and it is also false advertising during |this time to use Covid 19 to their advantage when so many are suffering at this time.,5,188,,,,0,
20422,20/422,New Conservative Party,"New Conservative Party, Out of",16/09/2020,20326,I am writing this email as form of a complaint about the new conservative |election advert.... suicide is an incredibly sensitive subject| it is something that is a t rigger to a |lot of people. |I am writing this email on behalf of all people who suffer mental illness that have had suicide |affect their lives| for those people who have had loved ones commit suicide and still deal with |the hurt. |I am especially writing it on behalf of my friend who everyday has to drive past and see this |and must work through anxiety that she has worked hard to get through already. I believe this |needs to be taken down| and I will not be the last complaint over the matter.,0,691,20203.0,": The New Conservative Party out of hom e advertisement promotes the party |for the upcoming election. The advocacy billboard has the New Conservative logo and the |words "" No More Suicide "" followed by ""Your Nation| Your Voice"".",,232,
20423,20/423,Auckland Cars,"Auckland Cars, Facebook",15/10/2020,20327,On a Facebook add leading to Auckland cars Facebook and the add is |presented at the top of the screen this over sexualised the girl and not really advertising the |cars. |Offence: Sexualisation and objectification |I was browsing other things and this advert was presented to me.,0,300,20204.0,: The Auckland Cars Face book advertisement features a woman walking |around the car showroom . Th e camera angle includes lingering sho ts of the w oman from |the waist down as she runs her hand over various cars. The advertisement also shows the |same wo mane entering the Auckland Cars dealership with her partner. They lo ok at a |variety of cars be fore making a deal with the sales person on their chosen vehicle.,,430,
20424,20/424,Brand Developers Ltd,"iTread, Television",28/09/2020,20328,The advert made a claim I wish to contest. The advert said the product would |improve my sex life. What evidence do they have to made this claim. Is that claim applicable |to over 70 year olds.,0,214,,,,0,
20425,20/425,Living Church of God,"Tomorrows World, Television",27/10/2020,20329,Conspiracy theory mixed with religious bias| scare tactics and misinformation... |just following a children's program and all the while during a pandemic that has been |exacerbated by the Mt Ro skill Evangelical Fellowship and the political party| New Zealand |Public Party| running on a platform of much of the above. |I made a complaint to TVNZ but theyree not taking any responsibility and advised me to |contact you.,4,442,20205.0,": The Living Church of God 's Tomorrows World television advertisement is |titled ""Big Brother is Watching You ."" The Advertiser presents views about what it considers |are the ""oppressiv e levels of government surveillance"". The advertisement relates this to |COVID -19 health response measures such as contact tracing and mask wearing. |The infomercial repeatedly show s the Tomorrows World name and offers the viewer a free |study guide booklet called The Beast of Revelation ""Myth| Metaphor or Soon -Coming |Reality?""",,530,
20426,20/426,30 Seconds,30 Seconds Television,21/09/2020,20330,I wish to m ake a formal complaint about a cleaning product 30 seconds. It shows |two men in conversation about the cleaning product. One of the men has stolen a shopping |trolley. Here in Ro torua the dumping of trolleys is a problem. |Promoting the practice on TV is not cool.,3,298,,,,0,
20427,20/427,BMW Group New Zealand Limited,"BMW Mini Electric, Television",13/10/2020,20331,The Complainant was concerned the advertisement portrayed a dangerous practice of holding electric al wires together. They said it was especially inappropriate to play this during a film that children are likely to be watching. Issues Raised : • Social Responsibility • Safety,4,403,20206.0,The television advertisement for BMW Mini Electric shows a montage of fast paced shots set |to music. The Mini Electric vehicle is shown driving and being splattered with paint. One shot |shows a woman holding electric wires in each hand| preparing to conne ct them.,,268,
