id,text,target
443,i feel like im more hated than celebrated and i cant wait till the day i can say i made it,0
444,i still feel funny writing that like maybe i should call her my spirit guide or really observant cheerleader or something,4
445,i would rather feel nothing than feel this then do not be surprised if you find your life very depressing and grey and unrewarding,4
446,i feel very comfortable with this decision,2
447,i get really sweaty during these episodes and my stomach will feel really funny like i m free falling,4
448,i have been feeling so overwhelmed lately,1
449,i learnt so much about the wonderful world of beaubronz and feel this lovely tanning brand fits perfectly with my latest mantra stolen from my boudoir lashes mother asma docrat,3
450,i feel rebellious because i don t particularly like watching romcoms but i get the feeling that i may be pretty good at writing them,0
451,i didnt feel that welcomed when i first entered morris quickly changed that and i left feeling very happy,2
452,im contemplating and feeling skeptical,1
453,ive become anxious about in recent times is this there is certainly a feeling amongst some people of belief that they are under siege that they are often disadvantaged that they are looked at and considered in some way different and their faith makes them less worthy of regard he said,5
454,i feel like i should care that im a bit heartless not to,0
455,i hate chemo and the thought of having toxins washing through every single cell and making me feel horrible makes me cringe,5
456,i feel so honoured to have hosted this series to have such talented a,2
457,i love him but i feel threatened with him around a little,1
458,i feel after reading allthingsbucks blog which brought tears to my eyes and a lump in my throat and a feeling of not having a worthwhile thing to be upset about that i shouldnt write such a lame blog,2
459,i was feeling determined it didnt take long for me to start nomming on naughty stuff again,2
460,i feel honored to be with many wonderful artists and to display my work for the public to see,2
461,i just remember being so fully stressed out and while i had fun i feel it could have been more lively,2
462,i feel so dazed a href http twitter,4
463,i feel bitchy because i am hurting too,0
464,i always feel like ive been assaulted by his pics,5
465,im not only thankful that everything seems to be working out as i wrap week at my new job but also feeling pretty lucky to have the people we do in our lives,2
466,i feel incredibly isolated and lonely,5
467,i feel too selfish to talk about you to anyone else thyroid for i do not want them to think i am just dramatic and whiny when really it is just hard for them to understand that yes someone can look fine and still feel terrible,0
468,i had to have a blood test yesterday so perhaps im feeling particularly fond of it right now because of the doctors needle that was inside of me and the time spent with the dizzy head of a non meat eating nineteen year old female,3
469,i was i admit very worried about feeling isolated i work in a cubicle pretty much on my own unless someone needs me,5
470,im feeling like life is fairly sweet,3
471,i am going to clean the slate by unilaterally forgiving those i feel have wronged me or someone i love intentionally or through carelessness so that i thereby in time can forget the perceived insults and abuses,0
472,i feel like each year i teach i get more passionate about my job find more love for my kids and want to try even harder,3
473,im not one of those people who can bury all their feelings and anger just in a second giving out a sweet smile even when in pain and anger,3
474,i knew it was the holy spirit at work plus it feels divine in the gooooood way like a massage reassuring me,2
475,i feel as though ive reached a point in my career where im highly respected there,2
476,i make light of it but sometimes i feel really awkward in small groups and in one on one conversations,5
477,ive had a lot of good days where i feel fabulous and have lots of energy but lately ive also had some bad days where i feel gigantic and slow and clumsy,2
478,i also feel like if google hated seo we d know it,5
479,i didnt get a wink of sleep that night and continued feeling not so fabulous the next morning,2
480,i feel like you feel this is a mistake but time is fucked up sleep won t take,0
481,i love sliding down on a nice big throbbing cock and feeling what my gorgeous body does to a man,2
482,i found myself in the novel position of feeling a bit uncertain about the stock market rally,1
483,i feel like she s judging me and he s not here and i don t want to seem like the needy girl so i don t know,5
484,im definitely feeling festive,2
485,i feel burdened by her presence,5
486,i still feel a little dazed and have that sort of disbelieving feeling of oh my god,4
487,i am feeling super excited as the weeks seem to be flying by and we are getting closer and closer to our due date,2
488,i have turned that page i feel like there is no way of getting back my irresponcible years of carefree college,2
489,i have a few favourites of my own but the choice of book is up to you or you can have a dvd if you are us or uk im feeling generous so the limit is up to which is about something like that,3
490,i am feeling more energetic more alive happier than i have in a long time,2
491,i feel really pathetic confronted with some,5
492,i feel there are dangerous games or activities,0
493,i feel a world class player in the benzema mould would be fantastic,2
494,i am feeling terribly burdened by impending anxiety i am trying to just keep my eyes on the prize,5
495,i feel could be unpleasant is layered with love healing forgiveness and the expectation that things will turn out well,5
496,im feeling gloomy as i have completed nothing though im supposed to complete many things,5
497,i am not working out the amount i would like to i feel like my lifestyle change has been successful so far,2
498,i love the porn industry and i feel satisfied and fulfilled working in it i have to say that it doesn t really bring in the big bucks,2
499,i overhear the victory tune on some geeks ringtone i feel triumphant,2
500,i love children s literature authors who don t feel the need to dumb down things for kids,5
501,i was soo quiet it was a mixture of not sleeping well and feeling a bit isolated from the big group,5
502,i do feel that they are greedy and money hungry absolutely,0
503,i feel so fucked up now i want to shut myself up,0
504,i feel very passionate about a certain topic i love backing up my position with actual knowledge and facts instead of relying solely on opinions,2
505,i feel like today is way suffering than the exam day which we have to open books everytime we went home,5
506,i feel surprised by how down it makes me,4
507,i woke up the morning of our hike feeling jubilant,2
508,i feel like a little kid whose mom is proud that they touched the soccer ball once during the game,2
509,i feel miserable on the inside but on the outside i just like i,5
510,i must find a way to accept these limitations until they are older without feeling held back or resentful,0
511,i feel incredibly charmed that i have these people in my life and that i am at such an exciting amazing chapter of things,2
512,i feel wronged but the judges people make at times however i also found out that actually in life we just need to be responsible to our own actions and and the people around us,0
513,i know those feelings stem from this part of me that is not accepted mainstream more importantly in the communities to which i seek belongingness,2
514,i really like how the special edition really does feel special with songs on it,2
515,i feel as if i must blog constantly for all my loyal fans the baker thia sandwich the scruncher and of course mini t rex,3
516,im currently feeling way fucked up with the mother tongue paper,0
517,i feel your innocent love,2
518,i feel like having that sweet carby yet low glycemic meal not just at breakfast but often for dessert,2
519,i feel safe encoding utf locale en isprivate false ismobile false mobileclass isprivateblog false languagedirection ltr feedlinks link rel alternate type application atom xml title i could use a standing ovation could you,2
520,i really lose a lot of my nesting homemaking instinct and desire when i am pregnant and the longer im pregnant the worse it gets though i do get about a month reprieve where i feel creative again around the six month mark and youll notice that is when i did a post for halloween,2
521,i feel as if this opportunity to return to moz is gods gracious gracious way of giving me that heat desire despite my own self doubt and uncertainty in the past,2
522,i feel really lucky to have found you as a resource and have always felt the answers i needed were there for the asking,2
523,i keep running up the hill and fitness wise feel fine but along with my foot my calves are starting to now hurt also as they begin to tire,2
524,i am always so sensitive and my every sense feels like it is being assaulted as i drag myself away from the darkness,1
525,i supposed i ought to feel thankful for that adding with a sarcastic edge at my age,2
526,i couldnt help but feel totally distraught and utterly helpless when lorena was kidnapped and tortured almost to death by a band of enemies i was desperate for her freedom,1
527,i feel i was unfortunate with both mister magnum and sounds of cheers travelling well for long periods of the race,5
528,i feel tortured and tragic enough as it is without having any importance or sparkle,0
529,i feel selfish thinking this way but i feel so lonely at times,0
530,i feel drained of energy,5
531,i just think about all the day i chatted with my mom amp also feeling horny and masturbate myself,3
532,i am feeling pretty stinkin shitty for being such a horrible reviewer,5
533,i feel helpless about it,5
534,i was feeling awful on sunday,5
535,i dont know why but i had started to feel the weird pressure of a largely silent audience and with it a falsely inflated sense of importance in expressing myself and my ever so articulate opinions to said audience,4
536,i just woke up from my nap and i feel extremely agitated and grumpy,1
537,ive been studying really hard for it and discovering pretty words that never crossed my mind and how they portray the exact meaning and i feel like ive missed out a lot,5
538,i feel lonely at work im not a social bird as i usually am when i was in school,5
539,i love comments so feel free to post one,2
540,i feel intimidated by the great women in my family tree,1
541,i truly feel that they do a lot of positive things to help the conditions for the workers and their families kids,2
542,i think this may be the reason i would want to fly back to uae because there i can be oblivious of these conflicts that plague me conflicts that i feel helpless resolving,5
543,i saw the video of cena kissing maria and surprisingly i didnt feel like i hated her,5
544,i feel like i have been rather unkind to it,0
545,i was not feeling submissive,5
546,i do feel a bit obnoxious it is definately the weather,0
547,i says pressing his torso against siwons and bringing their faces close enough that he can feel siwons agitated breath,0
548,i had been indifferent to tell the feelings and words i had treasured ever since the feeling start to bloom are one of the moments i want to keep,3
549,i feel hes being very casual with my entire future,2
550,i was still feeling strong but i missed a couple lifts,2
551,i sat on my couch for several hours feeling pretty low,5
552,i checked on you was a long time ago i can say you were happy way back then feeling contented with everyone and everything around you,2
553,i write him when something big has happened like a fun trip or milestone and other times i just write him to tell him how im feeling about his sweet baby snuggles or growing personality,2
554,i hate the expectation that i must need a man in my life to feel worthwhile or valued,2
555,i did feel that loving kindness allow us to think and feel how our conscious and how we interact with various things in the body and mind,3
556,i feel completely blessed to be a part of this group,3
557,im the type who doesnt use a moisturizer as my skin is too oily so this product is designed to contain a ton of moisturizing ingredients that will make my skin feel lovely without oils,3
558,im afraid im in an environment that makes me feel more relaxed cause,2
559,i am feeling overwhelmed i want to physically shake everything off me the way i would if there was a spider in my shirt,4
560,i will say that a little piece of me feels agitated when i watch discussions on race and there will i style color font family georgia serif font size px line height,1
561,i can feel but i cant touch you said my love was a bit too much i wont deny it broke my heart cant find no crush so why dont you come on back home,5
562,i feel a little frustrated an ache of longing has settled into my heart the weariness of life his slipped around my shoulders like an unwelcome friend,0
563,i even remember trying them on last year and feeling crappy because i was nowhere near closing them,5
564,i broke my uncles radio player accidentally and so i feared that he was going to cut me off from going to his house as well as playing it again,1
565,i have been feeling conflicted on whether or not i as a follower of christ should celebrate the ever popular pagan originated modern day holidays,2
566,i was feeling impatient and took pills,0
567,i feel carefree and weightless and yet worried and grounded all at the same time,2
568,i feel he is sincere and repentant for his past opposition to civil rights,2
569,i did at one point put my son in daycare but my mom constantly made me feel like a terrible parent because of it,5
570,i only have a few things on my list i feel super guilty and can t relax,2
571,i feel uncertain about his motives and feel an inbalance in our committment to the process of counselling for reconciliation,1
572,i feel like i am really valuable to him,2
573,i feel like my go to emotion is angry,0
574,ive had too much training in grammar and language and reading something written like this kind of feels like im being assaulted,5
575,i is feeling insulted because everyone is comparing sneha with her,0
576,i still wake up every morning feeling so blessed to be here and unable to believe im lucky enough to be able to call this amazing family mine for life,2
577,i feel as if the leaders of countries do not depict the people of their countries because for the love of god i hope no one thought at all i was in any way supportive or like george w,3
578,i was feeling really horny all afternoon with no one to fulfill ma sexual desire and only had my bed and creative thoughts to help me out and not forgetting my handss which aahhh work like magic,3
579,i know scones are not a must have food but i am determined to live a frugal lifestyle without feeling deprived,5
580,i giggle nervously when i feel threatened,1
581,i feel that horrible helplessness to make things better for them and that feels like it will kill me inside,5
582,i have a few more of these but after taking pictures of my house i feel it is far too messy to post photos online so ill clean up a bit before i post those,5
583,i feel hated loathed,5
584,i picked up feeling a little apprehensive,1
585,ive been feeling very numb,5
586,im feeling every bit the spiteful vindictive bitch i can be at times,0
587,i got a feeling by the look in her eyes that she was sincere,2
588,i feel assured that my mind is not one,2
589,i feel that is very unfortunate that i dont own the soundtrack,5
590,i can t believe it i feel so nervous but my father reassures me that there is nothing to be nervous about which only makes me more nervous,1
591,i feel uptight my day is complete when hes around i feel so right a little nervs i dream about what we can do date and all the things we can pursue wedding i always dream that your mine very day min,1
592,i didn t think that it would come that fast or would come at all but i suppose it is because i feel cranky today,0
593,i have the feeling that im going to be stubborn about it,0
594,i feel lonely and lost,5
595,i would feel empty,5
596,i start to feel agitated lacking in patience and just down right cranky,0
597,i know its easy to twist things to create an explanation and im still not sure i have one but it did help me to feel a little less mad,0
598,i am so feeling so rich and yup i know i am so blessed,2
599,i didnt tell you because i didnt want you to feel afraid,1
600,i love some of it the media coverage but sometime i feel they put an ugly picture,5
601,i feel as though i am being a little neglectful of my fellow bloggers,5
602,i sort of hate glasses because they make my eyes look small and since huge eyes is all i have going for me it was quite an upset but im hoping these bigger frames will make me feel less paranoid,1
603,i cant believe the moment where i feel the most useful is when im washing the dishes,2
604,i feel distressed music on my mind rewrite fma op,1
605,im feeling quite lonely here now and its only monday of half term,5
606,i feel really socially awkward and dont like to get out and meet new people and do things in groups and be adventurous,5
607,i admire athleticism i feel like i would be more entertained if i got to watch severely out of shape people participate in olympic events,2
608,i feel horrible because i feel horrible made worse by the fact that i havent gotten to workout,5
609,i would hate to be bit imagine if the secretary is feeling irritable that day eh,0
610,i feel it and im unhappy,5
611,i feel like they take time to care for their flowers and are wonderfully loyal to their hive,3
612,i remember feeling amazed,4
613,i know that i will never see this place again and that would break my heart had not a thick layer of moss encased it in a thick shell muffling all other sharper feelings pleasant or painful,2
614,i am a nameless mid s bottom law school graduate who finds himself marginally attached and awash in a sea of overeducated but underpaid indentured peers who feel and were duped by the promise of a better life through debt and modern chemistry,2
615,i truly feel what you all contribute to the blog world especially with regard to educating writers is so valuable,2
616,i feel like it would be too clever and get into a ton of things all the time,2
617,i know shes right because i feel more energetic awake patient and happy when im running daily but i still feel a little bad too because i believe breast milk is so much better for babies than formula,2
618,i quickly trotted off he added i feel embarrassed to ask hoping i would enter into some kind of conversation with him,5
619,i hated that when i got drunk the whole next day was spent sleeping and feeling groggy,5
620,i love the discussions in the class and feel passionate about feminist issues but when i go to write it down it feels as though i am faking it,3
621,i would want to welcome into my home if i end up feeling my mommyhood threatened by my inability to breastfeed my baby,1
622,i feel agitated and the result is not pleasant the opposite of calm and peaceful,0
623,i feel so honored that students come to my classes,2
624,i often tell him that i want attention from him especially when i feel horny and want to have good sex for hours,3
625,i get an anxious feeling i feel xox soon itll be the real thing already so i need to be flawless,2
626,i feel very rich very blessed very joyful,2
627,i had horrible anxiety dreams every night last week and it made me feel really paranoid and of course all of that reading about conspiracy theories and unsolved crimes online didnt hugely help matters,1
628,i truly feel but its somehow not enough for me to hate him or to get mad,0
629,i remember feeling uncertain about myself when i was young and especially when i became a teenager,1
630,i feel is that i cant get far enough away from what feeds melancholy for long enough that it would just wither and die off,5
631,i want to enter in defiance but coming from a different culture i feel offended that i am not allowed,0
632,i was feeling rebellious so i ate it,0
633,i do feel agitated restless or on edge quite often,0
634,i feel uncomfortable using the word awesome but this idea actually is,1
635,im feeling rather pleased with myself tonight because i did that,2
636,i feel like this leads me to be not as gentle and kind as i should be,3
637,i feel like i should have actively hated every single second rather than just borne it all,0
638,im feeling indecisive and it scares me,1
639,i feel a violent tug at my eye socket,0
640,i feel so carefree nowwwwww,2
641,i believe that what was displayed is a deep emotional yearning for semblance of normality peace since it appears the dancing arabs did not feel threatened by a fully armed soldier,1
642,i was left feeling discouraged and hopeless once again,5
643,i feel that this is going to get very messy to get fixed and back on the road again,5
644,i feel frustrated that its not easier other days i remember that the blessing of research learning trial and error hard won success and patience will give me a far better garden in the long run,0
645,i was sick with a cold amp not feeling well wondering if i would even be able to have the patience to go to whitleys month photo shoot,2
646,i was tempted to feel a little bitter but then i saw this,0
647,i feel kind of insecure here anyways back to doha,1
648,i am grateful that i no longer feel a frantic urge to fix the emotional upsets of those around me,1
649,i feel about strange brew,4
650,i feel quite strongly that students should be punished due to how well or badly they have faired compared to a completely unrelated group of people,5
651,i want to have a job where i am permanent and where i feel like i am valued,2
652,i care about someones emotional spiritual and intellectual progress to the point where i feel like i should exert myself in that progress and its important to me that is love,2
653,i will actually feel comfortable speaking to others in just japanese i feel pretty happy about my current progress,2
654,i learned about different things like how family plan the arrangements and even how real the pain can feel when a loved one passes on,3
655,i feel at least dating them would not be in vain,5
656,i like keeping a record of my life in written form and pictures and i feel like that is even more important now that i have baby,2
657,i do not feel unhappy miserable wretched glum gloomy forelorn or heartbroken,5
658,i really am feeling horribly irritable and a little bit depressed,0
659,i feel more than honoured to be part of this series and join all these wonderful and talented ladies in a celebration of the womanhood,2
660,i feel more confident about this team right now than i did four hours ago,2
661,i simply said how sorry i am and just got out from her car and got into my house feeling restless,1
662,ive been feeling a bit paranoid like its really noticable that im off and that everyone can see that,1
663,i feel have a fabulous birding weekend everyone,2
664,i am at the bus stop and i hear the squeak of a baachan trolley i feel a little paranoid,1
665,im feeling rushed and like i should have planned certain things this summer that i can no longer do,0
666,i feel that cold breeze,0
667,i try to breathe in when i feel frustrated and breathe out the calm that i desire,0
668,i feel the language of the warning is pretty benign but i am open to your suggestions on how to improve it,2
669,i knew where things was headed but that didnt really prepare me for the heartbreak even i would feel my heart broke for danielle and all other military wives that have had to go thru losing their husband trying to protect our country,5
670,i suddenly feel a lot smarter and more talented than i did last night,2
671,i get into what it actually does i feel like everyone should buy it just because it smells amazing,2
672,i feel as though i cant bear the motion of quilting it even though the idea of it delighted me so only a few days ago,2
673,i feel heartless now feeling bored and not believe in love anymore,0
674,i ended up shoeless making me feel even more vulnerable and slowing me down further,1
675,i have been highly critical of dennis covingtons book in this article i must admit that he did say something that has merit in this discussion when he noted in his closing chapters this feeling after god is a dangerous business,0
676,i refers of course though i cant help feeling somehow ironically in retrospect to loudons son with kate mcgarrigle the rather talented himself rufus wainwright,2
677,i feel lonely few days before my birthday,5
678,i feel like i captured all his sweet looks,2
679,i had envisioned and intended im just feeling unsure whether i got that vision and intention right,1
680,i feel like i need cute pictures to share,2
681,i was feeling so low about myself,5
682,i feel really angry sometimes because for the love of god havent we been through enough,0
683,i feel sorry for rafael bosch,5
684,i hope for is that those certain people can attend to more important things in their lives but still come back to blogging if they feel they missed blogging,5
685,i do not feel comfortable staying in my house i feel relentless when im asked to do something tired almost all the time and bored without my own money,2
686,i guess im feeling generous today and so i have decided to offer a fabulous deal on of my most popular prints at the moment,2
687,i begin to feel unpleasant about anime fandom in general,5
688,i feel tender and disoriented,3
689,i am feeling really carefree and today was really carefree,2
690,i am feeling miserable and sick but hoping that with the amount of sleep i am getting i havent had much choice i have had zero energy cold meds vitamins and lots of fluids i have high hopes to feel better tomorrow,5
691,im feeling cranky and horrible,0
692,im more comfortable in a relationship because i wont feel as slutty being with one person having the same amount as i would if i were single or not,3
693,i feel troubled because of the ongoing relocation of our front door,5
694,i asked him what was making him feel so fabulous and he said i m healthy my family is healthy and we live in a free country,2
695,i woke up feeling incredibly content amp optimistic today however i woke up with a terrible cold and a complete lack of energy,2
696,im feeling a combination of terrified and relieved,1
697,i really feel i was wronged as a patient,0
698,i feel that gulam ali is even more talented than many other classical singers,2
699,i be the go to guy for someone who wants a genuine guy who would treat them right and spend quality time with them and make them feel special,2
700,i think we all feel very passionate about our favorite workout gear and i love seeing what other people love need have to have can t live without so i am hoping you will share your favorites in the comments,3
701,i feel strange with it because it started to be sale,4
702,i always notice even though she is fabulous at hiding it according to the rest of the world and feel it keenly and am greatly distressed,1
703,i feel so shaken and guilty for not being a better mother and shielding my offspring from this health problem,1
704,i feel like a greedy little traitor i m looking looking among these covers hey little snotface take me,0
705,i feel like i was a rude ass hole at hookah,0
706,i feel for my beloved that is reciprocated,3
707,i feel heartbroken for bryan,5
708,i feel like i had fake everything,5
709,i would feel differently if i believed that the leaders were perfectly truthful,2
710,i cant help but feel a longing to be outside more to feel the rain on my skin and sticky tree droppings on my feet,3
711,i was made to feel like it was my fault that i couldn t control my husband and his violent behavior if they even believed it existed,0
712,i feel like its important to reveal lessons youve learned in tough times along with ones youve learned in awesome times when you are endeavoring to build an audience through honesty and authenticity,2
713,i feel disgusted when need to act cute like the actions of gwiyomi,0
714,i said i feel incredibly thankful on the whole,2
715,i feel inspired and eager to press on when the sun shines,2
716,im just hoping i can walk by then because my thighs are not feeling at all friendly today,2
717,i was feeling nervous sure just like anyone else would be in my position,1
718,i was older i might not feel as frightened about spending the time i have left alone,1
719,i must say that i feel that i accepted something of a poisoned chalice,3
720,im an introvert by which i mean i get re energized being alone and preferably in a quiet place so times in the crew galley when there are a lot of people in a relatively small place all talking at once can leave me feeling drained and in need of a dark room with nothing but whale noises,5
721,im feeling generous ill give you a story as well,3
722,i find this scent pretty generic i actually feel like bath amp bodyworks didnt invest much time in this collection like they created sweet on paris then decided to throw together two other predictable scents,2
723,i like the person i have become because i feel so much more carefree and liberated but at the same time i dont recognize myself,2
724,i feel numb right now i thought i was feeling angry but now i dont know i dont feel anything should i be sad should i be happy or angry i dont know how to feel anymore,5
725,i just feel so discontent about my life these days,5
726,im starting to not buy the whole everything happens for a reason bit or god has a plan b c i feel that god is love and theres no way that he would torture me and other women like weve been tortured dealing w fertility issues,0
727,i feel truly impatient that this is taking so long,0
728,i want to say how i want to feel just come out so bitter and angry,0
729,i know what it feels like to face irate customers,0
730,i have always had people in my life who have gone out of their way to put me down trip me up or make me feel as if i were completely moronic or not worthy enough,5
731,im feeling fine,2
732,i prep myself for another sleepless night i can t help but feel ashamed of myself for feeling this way,5
733,im feeling quite pleased this week,2
734,i still feel shaky is because in the worst hit areas the damage and destruction is so complete,1
735,i wouldn t throw it in the ocean but i don t feel i would have missed something in my career if i don t win an oscar,5
736,i feel privileged to have narrated erik princes autobiography civilian warriors the inside story of blackwater and the unsung heroes of the war on terror which will be released this monday nov th,2
737,im not used to feeling the dependency or the neediness for being needy is not me or at least wasnt prior to recently,5
738,i am feeling hopeful and looking forward once again,2
739,i feel it is because mccarthy isn t at that place yet in her career where she can really consistently humanize a character while balancing out the fact they are supposed to be funny,4
740,i feel uncertain and uneasy,1
741,i feel so comfortable around him,2
742,i feel privileged having the opportunity to be a part of it all,2
743,i feel nervous about going back to america not knowing what to expect the transition to be like,1
744,i started to feel kind of skeptical about this myself,1
745,i love this little boy and sometimes i feel how inadequate i am as a parent to him,5
746,i keep these things predominantly for fix functions and will not arranged right now to create a style applying twelve months previous ingredients until i m feeling much more perverse than usual,5
747,i havent worked out today but i feel like im just not going to feel it ive been so stressed at work and just in life that this week is just bad,0
748,i feel sad and discouraged,5
749,i thought having a well respected and recognized mother of autistic boys would be the perfect guest blogger with a message i feel passionate about,3
750,ive been coursing through cycles of happiness to a feeling of being mellow to a feeling of being really depressed to being mellow again and then back to the beginning,2
751,im feeling amazed with my california ness at the moment currently sitting by the pool drinking a wine spritzer out of nagalene connecting via google wifi and using stellarium to figure out the stars,4
752,i probably couldn t go back to washington permanently once the baby is here at least not for a while although i have been torn for a while about whether i want to yes bleu i know how you feel about this but i m still not completely convinced,2
753,i also feel a strange sense of guilt about all the people who arent similarly situated to move to a different neighborhood,4
754,i have a feeling hell be a casual favorite if blue or red are heavy colors at your casual tables otherwise i could see it in tournament decks while red is popular and possibly when if blue steps in its place one zendikar block rotates out,2
755,im feeling agitated and pour more brandy on my coffee,1
756,i feel that way considering most people are pretending to be the way they are and very very few are being sincere,2
757,i feel it gives even more period feel and detail than sharpe and is certainly good enough to read cover to cover,2
758,i feel like i have reached a plateau where im not buying as much as i use to and feeling more satisfied with my wardrobe and personal style,2
759,i learned the hard way and after being here for about three hours you ll feel like you ve been here for months from all the friendly people you ll stop and talk to,2
760,i feel like i shouldn t be that amazed with a degree in biology i was blown away,4
761,is that you feel it more than hear it and the vibrations are so gentle that it doesnt bother me,3
762,i feel very unhappy and incomplete,5
763,i am pretty certain we will use this name as a middle name if its a girl as it has such a special feeling to it and the connection with his her poppy is so lovely to me,3
764,i feel that something wonderful is going to happen,2
765,i feel rejected and unwanted,5
766,im getting is that since i feel that i accepted the mark of the beast when they shot me up and i thought they where going to kill me and i screamed so loud that i didnt want to die,2
767,i try not to let their ignorance get to me if i have the energy and it feels important sometimes ill engage them in a little light debate and try and to broaden their view of the world,2
768,im feeling lousy i may dismiss a gorgeous day if im feeling bright and cheerful then the most dreary of days becomes tolerable,5
769,i am going to assume a moral obligation to find a way to make sure i feel pretty damn rich every day,2
770,i thought i would very sweetly cover over what i was really feeling and say something pleasant about all the bad things he had done whatever they were,2
771,i have an ironic feel i dont feel anything special but i still smile broadly whenever he tells me something,2
772,i really like him he has good morals and is very nice to me and respectful but its like i feel like i still belong to brad and i couldnt picture myself with eric because hes too innocent,2
773,i sense this is wat has let you feeling unsure,1
774,i am feeling very apprehensive about the future at the moment,1
775,i am not a very extremely good friend of someone of course i feel reluctant to some extent if i have to do favours for that someone,1
776,i was sleeping in my room but woke in the middle of the night to think i could hear noises and see shadows moving i felt that someone was in the house,1
777,i sometimes feel resentful that this has come into our lives at this time,0
778,i began feeling amorous towards everyone on stage towards the people around me as i experienced the moment with them,3
779,i sometimes feel disheartened when i realise just how far from my own culture i am,5
780,im so overwhelmed with feeling blessed by you i have to pray the fears of this being the last time i say happy birthday to you,2
781,i feel very popular and also a little pressure to keep it up which is exactly what i need,2
782,i feel hopeless and out of control,5
783,i feel horrible that i had to cancel on one of my best guy friends but the trip was stressing me out because my babysitting hours got cut and i couldn t afford it,5
784,i climbed a mountain and made my way to a village where the people stared at me the children looked frightened and ran away and everyone i came across asked me why i was there in such a way as to make me feel unwelcome,5
785,i dont feel inhibited and i can work out my problems,5
786,i took a chance and kept crying in hopes she might feel benevolent,2
787,i have done so in hopes of being inspiring while at the same time looking for solace from people rather than god and for proof that maybe i can do something good while i feel so horrible,5
788,im feeling melancholy with all the back to school stuff today,5
789,i begin to have these doubts my stomach clenches my heart races and i feel fearful,1
790,i liked that ros is not intimidated by anna s wealth and that anna doesn t feel guilt or superior about her wealth and that she enjoys it,2
791,i feel like i have been really cranky at school these days,0
792,i watch her gather her little blocks and tuck them under her belly like a little red hen coo and cuddle her soft baby doll and look with interest at other babies i can t help but feel thrilled that she s our firstborn,2
793,i feel like him try to stay as faithful as possible to what he perceives as the real events that happened in that mountain,2
794,i walia feels suspicious about tarun and bani,1
795,i do not feel like i am hostile toward others just that i fail to be nice to them,0
796,i feel glad to have my little blog to share with you the dangers i see on the path ahead,2
797,i wake up feeling cranky and out of sorts,0
798,i say that i feel like im being tortured by him,0
799,i cant help looking back on the child i was and feeling rather jealous but i am also delighted to be living in a time when a nine year old child in some parts of the world can read a thousand books a year if she he wishes and is able to,0
800,im feeling a bit cranky today,0
801,i even dare to say that some of the biggest stiller and or vaughn haters still could get some enjoyment out of this movie and not feel annoyed by their performances and characters,0
802,i make punjabi lobia masala mostly during winters as i feel the protein punch and spice rich recipe is a winter warmer one,2
803,i had then these were truly terrifying and still feel shaken and uneasy because of them,1
804,i begin to feel burdened by things amp long to be empty again,5
805,i write on this space i feel quite nostalgic and my mind races back to the good old days when i used this as a daily haven to park my learnings and memories,3
806,i feel so numb f,5
807,i sit here tonight i m pensive tense and feeling a little fearful,1
808,i want someone i know to know all my thoughts and feelings or do i want to keep all my loyal and faithful readers,3
809,i feel more joy and anticipation of all that is my divine right,2
810,i was feeling so overwhelmed that i asked my bqff to keep of them at her house until theyre ready to be loaded so i dont feel so behind,4
811,i feel thrilled to be able to investigate my own personal mythology around this subject,2
812,i feel creative right now and it makes me happy,2
813,i could wear on a casual shopping trip to feel fabulous without even trying,2
814,i want others to be happy but does that mean i step back yet again it feels like and allow them to be happy because they deserve it or do they even deserve it or do i,2
815,i am limiting myself to what i can reasonably do without causing greater injury but i have to do some sort of physical exercise or i start to feel horrible about myself,5
816,i would always feel amazed at how impacted these and year olds were by this subject,4
817,i feel so lucky to live in portland land of delicious food,2
818,i was feeling pretty cranky this morning and stopping in here really made me feel a lot better,0
819,i didnt feel the cold up there because we had a fire every night,0
820,im also feeling cranky about it because the main characters scientist brother observing the moon mentions that there is zero gravity there,0
821,i folk if im feeling sociable,2
822,i feel these divine forces so strongly sometimes i wonder if agnostics atheists and judeo christian fundamentalists have any feeling or excitement in their hearts,2
823,i started to feel discouraged at the thought of being there more than one day,5
824,i feel like maybe he is going to stop loving me or maybe its true and im a terrible wife,3
825,im already feeling sentimental about his time as a newborn as he was so wee and has sadly outgrown some fave thrifted outfits,5
826,i feel like ive been in a more innocent version of a one night stand,2
827,i finish typing this post i realise i m ok no longer do i feel annoyed angry or even sad,0
828,i refuse to rate the book but if she and her publisher feel snobbish then take it from me when i say jeanette winterson cannot write and essentially does not do wish to do anything with the scope to explore,0
829,i feel petty even though the thoughts arent real fleshed out thoughts just these fluttering i should feel like this kind of thoughts,0
830,i felt sad and apprehensive and angry that i d had vertigo and that it had left me feeling uncertain,1
831,i feel like ive got a handle on trusting my instincts,2
832,i feel so complacent and start thinking that i am so smart,2
833,i have admitted defeat and asked the other half to come back from the lake coz i just feel so uptight already,1
834,i feel if journalists then blamed me,5
835,i missed about a month combined of classes and was pretty much bed ridden for months of the semester i feel really amazed that i was able to pass,4
836,i put my leg around yours and wrap my arms under yours for me to feel safe again,2
837,i feel more loyal to lucy,3
838,i feel like im not pretty enough like my personality is too boring and obnoxious,5
839,i am so relieved and excited and i feel confident again,2
840,im proud of but having crafted something that other people care about even just enough to click through to makes me feel so wonderful,2
